,Time (s),X (m/s^2),Y (m/s^2),Z (m/s^2),label
227,1.55965355644e+27,0.7484436035,2.491868134,9.581275635,walking
228,1.55965355644e+27,0.7277865601,2.528092804,9.539362793,walking
229,1.55965355644e+27,0.5037025452,2.577340393,9.531279602,walking
230,1.55965355644e+27,0.6288423157,2.484683075,9.428742828,walking
231,1.55965355644e+27,0.5417234802,2.573448486,9.526489563,walking
232,1.55965355644e+27,0.6489006042,2.672991486,9.114845581,walking
233,1.55965355644e+27,0.6227050781,2.497256927,9.590256958,walking
234,1.55965355644e+27,0.5978567505,2.617756348,9.64264801,walking
235,1.55965355644e+27,0.8502319336,2.305805054,9.604178009,walking
236,1.55965355644e+27,0.4706213379,2.91234375,9.307794342,walking
237,1.55965355644e+27,0.992585907,2.186203766,9.616153107,walking
238,1.55965355644e+27,0.5004093933,2.621498566,9.701026611,walking
239,1.55965355644e+27,0.6839277649,2.465971985,9.533075867,walking
240,1.55965355644e+27,0.8336164856,2.407294006,9.489217072,walking
241,1.55965355644e+27,0.4508624268,2.372266846,9.640552368,walking
242,1.55965355644e+27,0.353714447,2.844235382,9.450447693,walking
243,1.55965355644e+27,0.4086502075,2.780018921,9.409283295,walking
244,1.55965355644e+27,0.4969665527,2.996768188,9.574689331,walking
245,1.55965355644e+27,0.5956114197,3.130889282,9.374106445,walking
246,1.55965355644e+27,0.5679190063,3.030597839,9.445957031,walking
247,1.55965355644e+27,0.6611750793,2.888094177,9.49520462,walking
248,1.55965355644e+27,0.578846283,2.919828186,9.376052399,walking
249,1.55965355644e+27,0.5912704468,2.949167175,9.446705475,walking
250,1.55965355644e+27,0.6864724731,3.150498505,9.432634735,walking
251,1.55965355644e+27,0.9072633362,2.886297913,9.206155701,walking
252,1.55965355644e+27,0.7952961731,2.670895844,9.666747894,walking
253,1.55965355644e+27,0.7220983887,2.916385345,9.347461853,walking
254,1.55965355644e+27,3.615880737,3.397634583,9.247918854,walking
255,1.55965355644e+27,4.636009369,4.679718475,4.518952789,walking
256,1.55965355644e+27,0.4252656555,5.799988861,5.14959137,walking
257,1.55965355644e+27,1.782642975,1.281934204,12.09365112,walking
258,1.55965355644e+27,-0.1791773987,1.213526459,8.683442688,walking
259,1.55965355644e+27,-0.9939331055,0.952918396,9.371561737,walking
260,1.55965355644e+27,-1.056952057,0.9949809265,9.42275528,walking
261,1.55965355644e+27,-1.332379303,0.2538720703,9.87780899,walking
262,1.55965355644e+27,-1.291663971,0.04924758911,9.818083191,walking
263,1.55965355644e+27,-1.451531525,0.004640350342,9.890981598,walking
264,1.55965355644e+27,-1.294358368,0.1995350647,9.718091125,walking
265,1.55965355644e+27,-1.852697296,0.1718426514,10.02390518,walking
266,1.55965355644e+27,-1.303339691,-0.02544708252,9.935139771,walking
267,1.55965355644e+27,-1.061143341,0.06750961304,9.547296295,walking
268,1.55965355644e+27,-1.714384918,0.5092410278,9.89427475,walking
269,1.55965355644e+27,-1.472338257,0.1375639343,9.802814941,walking
270,1.55965355644e+27,-1.186133423,0.04670288086,9.747130737,walking
