"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
2.255736173E2,-1.247417212E0,-1.179419804E1,5.504437923E0
2.256256105E2,2.394274808E-2,-1.064255142E1,4.606584549E0
2.256776038E2,-5.985686928E-2,-1.018285084E1,3.962524891E0
2.257295973E2,-9.026415944E-1,-1.002961731E1,3.294522047E0
2.257815912E2,-1.426987767E0,-9.897932053E0,3.009603500E0
2.258335847E2,-1.314456820E0,-9.924268723E0,2.849187136E0
2.258855782E2,-1.280937076E0,-9.917086601E0,2.509200096E0
2.259375713E2,-1.156434774E0,-9.972154617E0,2.219492674E0
2.259895650E2,-7.853221297E-1,-1.045819283E1,2.212309837E0
2.260415581E2,-3.902668059E-1,-9.897932053E0,2.056682110E0
2.260935519E2,-3.064671755E-1,-9.689630508E0,2.061470509E0
2.261455449E2,-3.543526828E-1,-9.153312683E0,2.008796453E0
2.261975390E2,-1.843591630E-1,-8.990502357E0,2.008796453E0
2.262495325E2,2.394274808E-2,-8.743891716E0,2.174001455E0
2.263015259E2,3.735068738E-1,-8.818114281E0,2.949746609E0
2.263535191E2,3.878725171E-1,-9.543579102E0,4.003227711E0
2.264055127E2,-9.026415944E-1,-9.950606346E0,4.209135056E0
2.264575106E2,-1.434170604E0,-9.821314812E0,4.324060440E0
2.265095083E2,-2.803695917E0,-9.443019867E0,4.393494129E0
2.265615025E2,-2.997632027E0,-8.413481712E0,4.489265442E0
2.266134959E2,-3.694365978E0,-8.255459785E0,4.879531860E0
2.266654893E2,-4.443774223E0,-7.429434776E0,4.635315895E0
2.267174825E2,-4.601796150E0,-7.091842175E0,5.391906738E0
2.267694759E2,-4.936994553E0,-6.375953674E0,5.346415520E0
2.268214691E2,-6.052726746E0,-6.368771076E0,5.360781193E0
2.268734626E2,-5.904281616E0,-5.387118340E0,6.033572674E0
2.269254569E2,-5.796539307E0,-5.071074009E0,5.138113976E0
2.269774502E2,-5.985687256E0,-4.637710094E0,6.229903221E0
2.270294433E2,-6.136526108E0,-4.731087208E0,5.724710941E0
