"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
8.090656476E0,-4.199999869E-1,-1.169999981E1,-6.719999695E1
8.150649006E0,1.019999981E0,-3.599999845E-1,-6.905999756E1
8.210641536E0,-1.199999973E-1,1.997999954E1,-6.761999512E1
8.270633867E0,-1.979999900E0,3.768000031E1,-5.795999908E1
8.330626265E0,1.199999928E0,4.877999878E1,-5.081999969E1
8.390618729E0,1.013999939E1,4.829999924E1,-4.775999832E1
8.450611259E0,1.794000053E1,4.559999847E1,-4.841999817E1
8.510603723E0,1.457999992E1,4.020000076E1,-5.369999695E1
8.570596387E0,8.399999619E0,3.336000061E1,-5.993999863E1
8.630589586E0,3.720000029E0,2.357999992E1,-6.353999710E1
8.690582782E0,3.299999952E0,1.547999954E1,-6.576000214E1
8.750575846E0,5.579999924E0,1.073999977E1,-6.708000183E1
8.810568976E0,1.319999933E0,1.031999969E1,-6.797999573E1
8.870561973E0,1.799999952E0,1.776000023E1,-6.809999847E1
8.930554438E0,4.799999893E-1,3.119999886E1,-6.281999969E1
8.990546802E0,-4.619999886E0,4.577999878E1,-5.286000061E1
9.050539332E0,-3.959999800E0,5.387999725E1,-4.715999985E1
9.110531862E0,6.000000000E0,5.297999954E1,-4.487999725E1
9.170524426E0,1.331999969E1,4.902000046E1,-4.739999771E1
9.230516890E0,1.463999939E1,4.163999939E1,-5.321999741E1
9.290509355E0,1.385999966E1,3.137999916E1,-5.993999863E1
9.350501686E0,1.080000019E1,1.997999954E1,-6.491999817E1
9.410494183E0,3.299999952E0,7.799999714E0,-6.833999634E1
9.470486680E0,-8.399999738E-1,-3.720000029E0,-6.809999847E1
9.530479210E0,-1.379999995E0,-1.121999931E1,-6.701999664E1
9.590471707E0,6.299999714E0,-6.179999828E0,-6.851999664E1
9.650464938E0,6.539999962E0,1.061999989E1,-6.990000153E1
9.710459070E0,-4.199999869E-1,3.221999741E1,-6.179999924E1
9.770453400E0,-3.419999838E0,4.613999939E1,-5.436000061E1
9.830447730E0,4.319999695E0,4.787999725E1,-5.015999985E1
9.890441994E0,1.457999992E1,4.734000015E1,-5.003999710E1
9.950435625E0,1.818000031E1,4.121999741E1,-5.231999969E1
1.001042826E1,1.505999947E1,3.275999832E1,-5.987999725E1
1.007042059E1,1.193999958E1,2.334000015E1,-6.371999741E1
1.013041305E1,8.880000114E0,1.421999931E1,-6.672000122E1
1.019040565E1,4.799999714E0,6.359999657E0,-6.815999603E1
1.025039811E1,3.480000019E0,-1.860000014E0,-6.750000000E1
1.031039058E1,3.539999962E0,-3.059999943E0,-6.797999573E1
1.037038317E1,4.859999657E0,7.079999924E0,-6.929999542E1
1.043037557E1,3.899999857E0,2.268000031E1,-6.593999481E1
1.049036780E1,-2.399999946E-1,3.887999725E1,-5.784000015E1
1.055036040E1,-2.999999821E-1,4.920000076E1,-5.111999893E1
1.061035286E1,1.055999947E1,5.015999985E1,-4.679999924E1
1.067033967E1,1.781999969E1,4.691999817E1,-4.715999985E1
1.073033240E1,1.842000008E1,4.025999832E1,-5.286000061E1
1.079032583E1,1.397999954E1,3.143999863E1,-6.018000031E1
1.085031890E1,1.193999958E1,2.118000031E1,-6.395999908E1
1.091031203E1,9.420000076E0,1.163999939E1,-6.677999878E1
1.097030516E1,-5.400000095E0,2.339999914E0,-6.869999695E1
1.103029802E1,-2.099999905E0,-7.139999866E0,-6.755999756E1
1.109029028E1,5.699999809E0,-2.819999933E0,-6.905999756E1
1.115028275E1,4.859999657E0,1.434000015E1,-6.863999939E1
1.121027528E1,7.199999690E-1,3.486000061E1,-6.102000046E1
1.127026781E1,3.659999847E0,4.386000061E1,-5.327999878E1
1.133026034E1,1.001999950E1,4.661999893E1,-5.015999985E1
1.139025280E1,2.010000038E1,4.397999954E1,-5.003999710E1
1.145024520E1,1.955999947E1,3.971999741E1,-5.184000015E1
1.151023753E1,2.052000046E1,3.545999908E1,-5.502000046E1
1.157023003E1,1.943999863E1,3.137999916E1,-5.802000046E1
1.163022249E1,1.529999924E1,2.561999893E1,-6.125999832E1
1.169021509E1,1.350000000E1,2.069999886E1,-6.269999695E1
1.175020758E1,1.001999950E1,1.535999966E1,-6.569999695E1
1.181020118E1,7.739999771E0,8.220000267E0,-6.695999908E1
1.187019552E1,1.043999958E1,6.779999733E0,-6.761999512E1
1.193019012E1,1.127999973E1,1.307999992E1,-6.713999939E1
1.199018458E1,8.880000114E0,2.489999962E1,-6.335999680E1
1.205017915E1,6.779999733E0,3.695999908E1,-5.831999969E1
1.211017255E1,1.319999981E1,4.493999863E1,-5.034000015E1
1.217016504E1,2.063999939E1,4.505999756E1,-4.734000015E1
1.223015751E1,2.243999863E1,4.091999817E1,-4.968000031E1
1.229015010E1,2.297999954E1,3.413999939E1,-5.484000015E1
1.235014260E1,1.992000008E1,2.513999939E1,-6.168000031E1
1.241013513E1,1.265999985E1,1.481999969E1,-6.540000153E1
1.247012766E1,1.097999954E1,4.500000000E0,-6.641999817E1
1.253011999E1,4.440000057E0,-4.079999924E0,-6.750000000E1
1.259011229E1,-7.199999690E-1,-7.739999771E0,-6.768000031E1
1.265010479E1,5.999999642E-1,-2.159999847E0,-6.851999664E1
1.271009735E1,1.740000010E0,9.119999886E0,-6.972000122E1
1.277008992E1,1.199999928E0,2.681999969E1,-6.389999771E1
1.283008245E1,1.860000014E0,3.809999847E1,-5.681999969E1
1.289007571E1,9.779999733E0,4.511999893E1,-5.100000000E1
1.295006988E1,1.710000038E1,4.487999725E1,-4.734000015E1
1.301006417E1,1.931999969E1,4.218000031E1,-4.997999954E1
1.307005847E1,1.787999916E1,3.761999893E1,-5.309999847E1
1.313005273E1,1.577999973E1,3.179999924E1,-5.802000046E1
1.319004630E1,1.661999893E1,2.310000038E1,-6.095999908E1
1.325003873E1,1.913999939E1,1.523999977E1,-6.185999680E1
1.331003109E1,1.523999977E1,6.059999943E0,-6.491999817E1
1.337002356E1,1.860000038E1,-1.259999990E0,-6.401999664E1
1.343001619E1,2.261999893E1,2.399999946E-1,-6.491999817E1
1.349000865E1,2.381999969E1,9.779999733E0,-6.347999954E1
1.355000125E1,1.842000008E1,2.405999947E1,-5.981999969E1
1.360999368E1,1.350000000E1,3.713999939E1,-5.561999893E1
1.366998601E1,2.069999886E1,4.163999939E1,-4.931999969E1
1.372997831E1,2.615999985E1,3.918000031E1,-4.811999893E1
1.378997090E1,2.934000015E1,3.468000031E1,-4.973999786E1
1.384996337E1,3.000000000E1,2.861999893E1,-5.405999756E1
1.390995590E1,2.465999985E1,2.165999985E1,-5.837999725E1
1.396994876E1,1.902000046E1,1.481999969E1,-6.221999741E1
1.402994203E1,1.895999908E1,9.359999657E0,-6.365999985E1
1.408993509E1,1.553999996E1,5.699999809E0,-6.468000031E1
1.414992822E1,9.779999733E0,8.579999924E0,-6.755999756E1
1.420992135E1,9.659999847E0,1.847999954E1,-6.654000092E1
1.426991418E1,6.480000019E0,3.270000076E1,-5.945999908E1
1.432990652E1,5.339999676E0,4.439999771E1,-5.165999985E1
1.438989898E1,1.367999935E1,4.686000061E1,-4.781999969E1
1.444989151E1,1.769999886E1,4.650000000E1,-4.577999878E1
1.450988404E1,1.943999863E1,4.205999756E1,-4.829999924E1
1.456987654E1,2.142000008E1,3.468000031E1,-5.453999710E1
1.462986900E1,1.800000000E1,2.603999901E1,-5.987999725E1
1.468986140E1,1.457999992E1,1.535999966E1,-6.419999695E1
1.474985370E1,1.080000019E1,6.539999962E0,-6.641999817E1
1.480984623E1,7.139999866E0,-1.679999948E0,-6.618000031E1
1.486983876E1,4.980000019E0,-6.359999657E0,-6.641999817E1
1.492983142E1,1.620000005E0,-4.679999828E0,-6.840000153E1
1.498982395E1,1.679999948E0,7.319999695E0,-6.881999969E1
1.504981772E1,-1.079999924E0,2.711999893E1,-6.461999512E1
1.510981198E1,-6.480000019E0,4.259999847E1,-5.381999969E1
1.516980631E1,-2.759999990E0,4.907999802E1,-5.009999847E1
1.522980051E1,4.859999657E0,4.877999878E1,-4.775999832E1
1.528979484E1,7.799999714E0,4.602000046E1,-5.081999969E1
1.534978790E1,9.239999771E0,3.750000000E1,-5.634000015E1
1.540978030E1,6.899999619E0,2.742000008E1,-6.191999817E1
1.546977266E1,4.079999924E0,1.511999989E1,-6.677999878E1
1.552976519E1,3.599999905E0,2.039999962E0,-6.755999756E1
1.558975766E1,1.679999948E0,-9.420000076E0,-6.647999573E1
1.564975025E1,3.299999952E0,-1.463999939E1,-6.576000214E1
1.570974272E1,5.339999676E0,-1.067999935E1,-6.665999603E1
1.576973515E1,5.819999695E0,3.480000019E0,-6.905999756E1
1.582972748E1,3.899999857E0,2.645999908E1,-6.341999817E1
1.588971991E1,3.720000029E0,4.350000000E1,-5.243999863E1
1.594971237E1,5.759999752E0,4.955999756E1,-4.715999985E1
1.600970490E1,1.242000008E1,4.697999954E1,-4.745999908E1
1.606969747E1,1.488000011E1,3.893999863E1,-5.411999893E1
1.612969057E1,1.301999950E1,2.897999954E1,-5.969999695E1
1.618968380E1,1.313999939E1,1.692000008E1,-6.426000214E1
1.624967686E1,1.205999947E1,6.179999828E0,-6.665999603E1
1.630966999E1,1.050000000E1,-1.379999995E0,-6.701999664E1
1.636966309E1,7.739999771E0,-6.299999714E0,-6.605999756E1
1.642965565E1,7.259999752E0,-9.779999733E0,-6.587999725E1
1.648964798E1,6.119999886E0,-1.026000023E1,-6.600000000E1
1.654964058E1,4.679999828E0,-6.719999790E0,-6.672000122E1
1.660963304E1,3.779999971E0,4.799999714E0,-6.731999969E1
1.666962557E1,7.259999752E0,1.637999916E1,-6.486000061E1
1.672961804E1,1.163999939E1,3.359999847E1,-5.868000031E1
1.678961057E1,1.613999939E1,4.254000092E1,-5.003999710E1
1.684960286E1,1.787999916E1,4.043999863E1,-5.136000061E1
1.690959530E1,1.943999863E1,3.311999893E1,-5.615999985E1
1.696958776E1,1.805999947E1,2.093999863E1,-6.197999954E1
1.702958029E1,1.284000015E1,7.799999714E0,-6.611999512E1
1.708957275E1,9.420000076E0,-4.980000019E0,-6.665999603E1
1.714956562E1,4.679999828E0,-1.602000046E1,-6.479999542E1
1.720955958E1,-1.620000005E0,-2.376000023E1,-6.191999817E1
1.726955412E1,-5.339999676E0,-2.795999908E1,-6.018000031E1
1.732954865E1,-2.819999933E0,-2.676000023E1,-6.191999817E1
1.738954318E1,3.480000019E0,-1.745999908E1,-6.576000214E1
1.744953745E1,5.879999638E0,2.220000029E0,-6.911999512E1
1.750953045E1,-1.379999995E0,2.393999863E1,-6.486000061E1
1.756952284E1,-4.500000000E0,4.134000015E1,-5.621999741E1
1.762951537E1,-8.999999762E-1,4.734000015E1,-5.070000076E1
1.768950790E1,7.079999924E0,4.709999847E1,-4.991999817E1
1.774950027E1,1.289999962E1,4.104000092E1,-5.297999954E1
1.780949280E1,1.367999935E1,3.173999977E1,-5.921999741E1
1.786948526E1,9.659999847E0,1.818000031E1,-6.509999847E1
1.792945796E1,4.559999943E0,4.380000114E0,-6.708000183E1
1.798945039E1,4.679999828E0,-6.179999828E0,-6.659999847E1
1.804944298E1,1.079999924E0,-1.151999950E1,-6.605999756E1
1.810943545E1,3.240000010E0,-7.259999752E0,-6.773999786E1
1.816942798E1,6.899999619E0,5.279999733E0,-6.845999908E1
1.822942061E1,4.259999752E0,2.543999863E1,-6.401999664E1
1.828941437E1,-2.399999946E-1,4.368000031E1,-5.381999969E1
1.834940867E1,-2.939999819E0,5.393999863E1,-4.391999817E1
1.840940307E1,8.340000153E0,5.315999985E1,-4.218000031E1
1.846939733E1,1.553999996E1,4.793999863E1,-4.577999878E1
1.852939149E1,1.475999928E1,4.020000076E1,-5.400000000E1
1.858938443E1,1.500000000E1,2.747999954E1,-6.047999954E1
1.864937679E1,1.307999992E1,1.685999870E1,-6.504000092E1
1.870936916E1,1.265999985E1,5.460000038E0,-6.593999481E1
1.876936168E1,7.799999714E0,-2.220000029E0,-6.647999573E1
1.882935422E1,9.300000191E0,-6.539999962E0,-6.737999725E1
1.888934674E1,9.479999542E0,-6.599999666E-1,-6.833999634E1
1.894933921E1,8.939999580E0,1.500000000E1,-6.761999512E1
