"Time (s)","Pressure (hPa)"
1.185873224E2,1.021946289E3
1.186873104E2,1.021963867E3
1.187872984E2,1.021994141E3
1.188872864E2,1.021994141E3
1.189872744E2,1.022034424E3
1.190872624E2,1.022035156E3
1.191872504E2,1.022035156E3
1.192872382E2,1.021958008E3
1.193872261E2,1.021954834E3
1.194872143E2,1.021954834E3
1.195872025E2,1.021968994E3
1.196871907E2,1.021987549E3
1.197871789E2,1.021987549E3
1.198871602E2,1.022034424E3
1.199871484E2,1.021988770E3
1.200871366E2,1.021988770E3
1.201871248E2,1.021965576E3
1.202871129E2,1.021966064E3
1.203871008E2,1.021966064E3
1.204870887E2,1.021965088E3
1.205870769E2,1.021989258E3
1.206870652E2,1.021989258E3
1.207870534E2,1.021959229E3
1.208870415E2,1.021927979E3
1.209870297E2,1.021927979E3
1.210870180E2,1.021971680E3
1.211870062E2,1.021969727E3
1.212869944E2,1.021969727E3
1.213869825E2,1.022000977E3
1.214869706E2,1.021936523E3
1.215869587E2,1.021936523E3
1.216869470E2,1.021865723E3
1.217869352E2,1.021885254E3
1.218869234E2,1.021885254E3
1.219869116E2,1.021922363E3
1.220868999E2,1.021996826E3
1.221868880E2,1.021996826E3
1.222868762E2,1.021898682E3
1.223868645E2,1.021904541E3
1.224868524E2,1.021904541E3
1.225868403E2,1.021931396E3
1.226868284E2,1.021922363E3
1.227868166E2,1.021922363E3
1.228868049E2,1.022010742E3
1.229867931E2,1.021946533E3
1.230867812E2,1.021946533E3
1.231867694E2,1.021938232E3
1.232867576E2,1.021937988E3
1.233867458E2,1.021937988E3
1.234867340E2,1.021951416E3
1.235867219E2,1.021962158E3
1.236867097E2,1.021962158E3
1.237866977E2,1.022048096E3
1.238866858E2,1.021916504E3
1.239866738E2,1.021916504E3
1.240866617E2,1.021912842E3
1.241866497E2,1.021916504E3
1.242866379E2,1.021916504E3
1.243866258E2,1.021941895E3
1.244866138E2,1.022029053E3
1.245866018E2,1.022029053E3
1.246865897E2,1.021924561E3
1.247865776E2,1.021912109E3
1.248865658E2,1.021912109E3
1.249865540E2,1.021934814E3
1.250865422E2,1.021936035E3
1.251865305E2,1.021936035E3
1.252865187E2,1.021949219E3
1.253865069E2,1.022055664E3
1.254864951E2,1.022055664E3
1.255864833E2,1.021969238E3
1.256864713E2,1.021968506E3
1.257864592E2,1.021968506E3
1.258864471E2,1.022000732E3
1.259864353E2,1.021958740E3
1.260864236E2,1.021958740E3
1.261864118E2,1.022083740E3
1.262864000E2,1.021900879E3
1.263863882E2,1.021900879E3
1.264863764E2,1.021933838E3
1.265863646E2,1.021986084E3
1.266863528E2,1.021986084E3
1.267863409E2,1.021990967E3
1.268863290E2,1.022025146E3
1.269863171E2,1.022025146E3
1.270863053E2,1.021930420E3
1.271863054E2,1.021898193E3
1.272862935E2,1.021898193E3
1.273862817E2,1.021924316E3
1.274862699E2,1.021952148E3
1.275862581E2,1.021952148E3
1.276862463E2,1.021950439E3
1.277862345E2,1.021996582E3
1.278862224E2,1.021996582E3
1.279862103E2,1.021978516E3
1.280861984E2,1.021956543E3
1.281861866E2,1.021956543E3
1.282861748E2,1.021947510E3
1.283861629E2,1.021943115E3
1.284861511E2,1.021943115E3
1.285861393E2,1.021952637E3
1.286861275E2,1.021908447E3
1.287861157E2,1.021908447E3
1.288861040E2,1.021911133E3
1.289860918E2,1.021909668E3
1.290860797E2,1.021909668E3
1.291860677E2,1.021938721E3
1.292860557E2,1.021947998E3
1.293860437E2,1.021947998E3
1.294860317E2,1.022018066E3
1.295860197E2,1.021915527E3
1.296860077E2,1.021915527E3
1.297859957E2,1.021901123E3
1.298859836E2,1.021931885E3
1.299859716E2,1.021931885E3
1.300859596E2,1.021915039E3
1.301859477E2,1.021993408E3
1.302859359E2,1.021993408E3
1.303859241E2,1.021976318E3
1.304859123E2,1.021924072E3
1.305859006E2,1.021924072E3
1.306858888E2,1.021935547E3
1.307858770E2,1.021936768E3
1.308858652E2,1.021936768E3
1.309858534E2,1.021917725E3
1.310858414E2,1.021994141E3
1.311858293E2,1.021994141E3
1.312858174E2,1.021953613E3
1.313858056E2,1.021881592E3
1.314857939E2,1.021881592E3
1.315857821E2,1.021871338E3
1.316857703E2,1.021936768E3
1.317857585E2,1.021936768E3
1.318857466E2,1.021899170E3
1.319857348E2,1.021911377E3
1.320857230E2,1.021911377E3
1.321857111E2,1.021895264E3
1.322856992E2,1.021914307E3
1.323856874E2,1.021914307E3
1.324856757E2,1.021922852E3
1.325856639E2,1.021950195E3
1.326856521E2,1.021950195E3
1.327856403E2,1.021987793E3
1.328856285E2,1.021909424E3
1.329856167E2,1.021909424E3
1.330856048E2,1.021908936E3
1.331855928E2,1.021933838E3
1.332855807E2,1.021933838E3
1.333855685E2,1.021953125E3
1.334855567E2,1.021992676E3
1.335855449E2,1.021992676E3
1.336855330E2,1.021976807E3
1.337855212E2,1.021949219E3
1.338855094E2,1.021949219E3
1.339854976E2,1.021954346E3
1.340854858E2,1.021908691E3
1.341854739E2,1.021908691E3
1.342854619E2,1.021896484E3
1.343854499E2,1.021980957E3
1.344853941E2,1.021980957E3
1.345853821E2,1.021982178E3
1.346853701E2,1.021948730E3
1.347853581E2,1.021948730E3
1.348853461E2,1.021932617E3
1.349853341E2,1.021942627E3
1.350853221E2,1.021942627E3
1.351853100E2,1.021995361E3
1.352852980E2,1.021970703E3
1.353852859E2,1.021970703E3
1.354852738E2,1.021916016E3
1.355852619E2,1.021917969E3
1.356852501E2,1.021917969E3
1.357852382E2,1.021937256E3
1.358852264E2,1.021979248E3
1.359852146E2,1.021979248E3
1.360852028E2,1.021985596E3
1.361851910E2,1.021941895E3
1.362851791E2,1.021941895E3
1.363851673E2,1.021972656E3
1.364851552E2,1.021994385E3
1.365851431E2,1.021994385E3
1.366851311E2,1.021985107E3
1.367851191E2,1.021958984E3
1.368851070E2,1.021958984E3
1.369850950E2,1.021908203E3
1.370850830E2,1.021893066E3
1.371850710E2,1.021924316E3
1.372850589E2,1.021947266E3
1.373850468E2,1.021910400E3
1.374850348E2,1.021924805E3
1.375850226E2,1.021923828E3
1.376850106E2,1.021957031E3
1.377849989E2,1.022029785E3
1.378849871E2,1.021924316E3
1.379849753E2,1.021924316E3
1.380849635E2,1.021927734E3
1.381849517E2,1.021950684E3
1.382849400E2,1.021929932E3
1.383849282E2,1.021946777E3
1.384849164E2,1.021962402E3
1.385849044E2,1.022011475E3
1.386848923E2,1.021898682E3
1.387848803E2,1.021875488E3
1.388848685E2,1.021890137E3
1.389848567E2,1.021909424E3
1.390848449E2,1.021913330E3
1.391848331E2,1.021953369E3
1.392848214E2,1.021955078E3
1.393848096E2,1.021962646E3
1.394847978E2,1.022016113E3
1.395847860E2,1.021985352E3
1.396847741E2,1.021942383E3
1.397847622E2,1.021952393E3
1.398847504E2,1.021964355E3
1.399847386E2,1.021947754E3
1.400847268E2,1.021936279E3
1.401847150E2,1.021905029E3
1.402847033E2,1.021978027E3
1.403846916E2,1.021867432E3
1.404846798E2,1.021819336E3
1.405846680E2,1.021846436E3
1.406846561E2,1.021885010E3
1.407846439E2,1.021907959E3
1.408846318E2,1.021926025E3
1.409846200E2,1.021934326E3
1.410846082E2,1.021916992E3
1.411845963E2,1.021927002E3
1.412845845E2,1.021857666E3
1.413845727E2,1.021879395E3
1.414845609E2,1.021880371E3
