,Time (s),X (hPa)
372,1.55965394167e+18,1009.363327
373,1.55965394271e+18,1009.356842
374,1.55965394375e+18,1009.353256
375,1.55965394479e+18,1009.345856
376,1.55965394583e+18,1009.341278
377,1.55965394687e+18,1009.341278
378,1.55965394791e+18,1009.34288
379,1.55965394895e+18,1009.343567
380,1.55965394999e+18,1009.344482
381,1.55965395103e+18,1009.34639
382,1.55965395206e+18,1009.347763
383,1.5596539531e+18,1009.347763
384,1.55965395414e+18,1009.340668
385,1.55965395518e+18,1009.325714
386,1.55965395622e+18,1009.305878
387,1.55965395726e+18,1009.278564
388,1.5596539583e+18,1009.243317
389,1.55965395934e+18,1009.208527
390,1.55965396038e+18,1009.173508
391,1.55965396142e+18,1009.141464
392,1.55965396246e+18,1009.11438
393,1.5596539635e+18,1009.095154
394,1.55965396454e+18,1009.083481
395,1.55965396558e+18,1009.076614
396,1.55965396661e+18,1009.065552
397,1.55965396766e+18,1009.052277
398,1.5596539687e+18,1009.034271
399,1.55965396974e+18,1009.009094
400,1.55965397077e+18,1008.974915
401,1.55965397181e+18,1008.943558
402,1.55965397285e+18,1008.909836
403,1.55965397389e+18,1008.876419
404,1.55965397493e+18,1008.839722
405,1.55965397597e+18,1008.80455
406,1.55965397701e+18,1008.768921
407,1.55965397805e+18,1008.73642
408,1.55965397909e+18,1008.701324
409,1.55965398013e+18,1008.668747
410,1.55965398117e+18,1008.635864
411,1.55965398221e+18,1008.602524
412,1.55965398325e+18,1008.57132
413,1.55965398429e+18,1008.544769
414,1.55965398533e+18,1008.521652
415,1.55965398637e+18,1008.504791
416,1.5596539874e+18,1008.494339
417,1.55965398844e+18,1008.491592
418,1.55965398948e+18,1008.489761
419,1.55965399052e+18,1008.488998
420,1.55965399156e+18,1008.488998
421,1.5596539926e+18,1008.490829
422,1.55965399364e+18,1008.490829
423,1.55965399468e+18,1008.490448
424,1.55965399572e+18,1008.487625
425,1.55965399676e+18,1008.486938
426,1.5596539978e+18,1008.487625
427,1.55965399884e+18,1008.487701
428,1.55965399988e+18,1008.487778
429,1.55965400092e+18,1008.491974
430,1.55965400196e+18,1008.493576
431,1.559654003e+18,1008.497314
432,1.55965400404e+18,1008.501205
433,1.55965400508e+18,1008.504105
434,1.55965400612e+18,1008.508911
435,1.55965400715e+18,1008.514633
436,1.55965400819e+18,1008.517838
437,1.55965400923e+18,1008.518677
438,1.55965401027e+18,1008.520355
439,1.55965401131e+18,1008.520355
440,1.55965401235e+18,1008.520126
441,1.55965401339e+18,1008.517914
442,1.55965401443e+18,1008.514938
443,1.55965401547e+18,1008.513107
444,1.55965401651e+18,1008.509521
445,1.55965401755e+18,1008.502579
446,1.55965401859e+18,1008.500595
447,1.55965401962e+18,1008.498001
448,1.55965402066e+18,1008.493347
449,1.5596540217e+18,1008.488083
450,1.55965402274e+18,1008.485565
451,1.55965402378e+18,1008.481369
452,1.55965402482e+18,1008.474579
453,1.55965402586e+18,1008.468857
454,1.5596540269e+18,1008.466492
455,1.55965402794e+18,1008.46405
456,1.55965402898e+18,1008.46405
457,1.55965403002e+18,1008.46405
458,1.55965403106e+18,1008.465805
459,1.5596540321e+18,1008.466415
460,1.55965403314e+18,1008.465805
461,1.55965403417e+18,1008.464966
462,1.55965403522e+18,1008.46405
463,1.55965403626e+18,1008.461838
464,1.5596540373e+18,1008.460083
465,1.55965403833e+18,1008.459854
466,1.55965403937e+18,1008.459854
467,1.55965404041e+18,1008.460617
468,1.55965404145e+18,1008.464661
469,1.55965404249e+18,1008.464661
470,1.55965404353e+18,1008.46344
471,1.55965404457e+18,1008.461838
472,1.55965404561e+18,1008.460922
473,1.55965404665e+18,1008.460922
