,Time (s),X (hPa)
177,1.55965450298e+18,1007.533569
178,1.55965450402e+18,1007.526474
179,1.55965450506e+18,1007.520523
180,1.5596545061e+18,1007.518082
181,1.55965450714e+18,1007.517624
182,1.55965450818e+18,1007.517242
183,1.55965450922e+18,1007.517242
184,1.55965451026e+18,1007.520142
185,1.5596545113e+18,1007.528
186,1.55965451234e+18,1007.532272
187,1.55965451338e+18,1007.539444
188,1.55965451442e+18,1007.549667
189,1.55965451546e+18,1007.552719
190,1.5596545165e+18,1007.556305
191,1.55965451754e+18,1007.557907
192,1.55965451858e+18,1007.559052
193,1.55965451962e+18,1007.559052
194,1.55965452066e+18,1007.56424
195,1.5596545217e+18,1007.565536
196,1.55965452274e+18,1007.565536
197,1.55965452378e+18,1007.5634
