"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.085083650E2,-4.730163574E-2,-4.041595459E-2,9.884395294E0
1.089101600E2,-4.206253052E-2,-4.984634399E-2,9.817334747E0
1.093119711E2,-7.828720093E-2,-2.290237427E-2,9.851164398E0
1.097137651E2,-6.646179199E-2,-4.939727783E-2,9.871971130E0
1.101155106E2,-4.116439819E-2,-4.490661621E-2,9.866881714E0
1.105172746E2,-5.269042969E-2,-5.044509888E-2,9.878407745E0
1.109190696E2,-5.733078003E-2,-4.805007935E-2,9.852062531E0
1.113208600E2,-7.888595581E-2,-6.421646118E-2,9.884095917E0
1.117226850E2,-7.649093628E-2,-4.430786133E-2,9.870174866E0
1.121245244E2,-5.538482666E-2,-4.805007935E-2,9.852212219E0
1.125263184E2,-5.403762817E-2,-6.002517700E-2,9.874066772E0
1.129281434E2,-6.646179199E-2,-4.296066284E-2,9.868228912E0
1.133299743E2,-6.271957397E-2,-5.942642212E-2,9.872420197E0
1.137317993E2,-5.553451538E-2,-3.682342529E-2,9.850116577E0
1.141336366E2,-5.912704468E-2,-3.263214111E-2,9.851763153E0
1.145354306E2,-6.721023560E-2,-4.969665527E-2,9.864187317E0
1.149372256E2,-6.765930176E-2,-5.523513794E-2,9.850865021E0
1.153390216E2,-6.212081909E-2,-4.580474854E-2,9.853858795E0
1.157408166E2,-5.957611084E-2,-6.541397095E-2,9.858199768E0
1.161425890E2,-6.481521606E-2,-4.490661621E-2,9.863289185E0
1.165443530E2,-5.523513794E-2,-5.867797852E-2,9.870923309E0
1.169461170E2,-4.385879517E-2,-6.451583862E-2,9.886490936E0
1.173479196E2,-5.373825073E-2,-5.014572144E-2,9.865684204E0
1.177496836E2,-5.059478760E-2,-5.119354248E-2,9.879455566E0
1.181513979E2,-6.107299805E-2,-4.251159668E-2,9.870773621E0
1.185531609E2,-4.490661621E-2,-3.847000122E-2,9.873767395E0
1.189549249E2,-5.867797852E-2,-4.505630493E-2,9.845625916E0
1.193567820E2,-7.155120850E-2,-5.284011841E-2,9.850565643E0
1.197585760E2,-5.942642212E-2,-6.032455444E-2,9.868228912E0
1.201603646E2,-6.256988525E-2,-7.439529419E-2,9.892179108E0
1.205621586E2,-6.376739502E-2,-5.059478760E-2,9.875413971E0
1.209639226E2,-6.735992432E-2,-5.089416504E-2,9.868378601E0
1.213656828E2,-8.756790161E-2,-4.430786133E-2,9.861043854E0
1.217674768E2,-8.098159790E-2,-2.993774414E-2,9.877359924E0
1.221692846E2,-7.050338745E-2,-5.134323120E-2,9.873468018E0
1.225711096E2,-7.963439941E-2,-2.978805542E-2,9.908046112E0
1.229729036E2,-6.271957397E-2,-3.727249146E-2,9.842781830E0
1.233746810E2,-7.334747314E-2,-5.763015747E-2,9.888885956E0
1.237764750E2,-6.017486572E-2,-5.224136353E-2,9.863887939E0
1.241782766E2,-6.706054688E-2,-4.685256958E-2,9.880952454E0
1.245800396E2,-8.337661743E-2,-6.227050781E-2,9.863738251E0
1.249818646E2,-8.008346558E-2,-5.403762817E-2,9.853858795E0
1.253836637E2,-4.775070190E-2,-4.400848389E-2,9.883646851E0
1.257854278E2,-6.092330933E-2,-5.224136353E-2,9.851763153E0
1.261871661E2,-7.424560547E-2,-4.505630493E-2,9.885592804E0
1.265889601E2,-6.316864014E-2,-3.891906738E-2,9.870923309E0
1.269907241E2,-5.882766724E-2,-4.056564331E-2,9.841734009E0
1.273924935E2,-3.652404785E-2,-5.643264771E-2,9.865833893E0
1.277942875E2,-6.331832886E-2,-7.813751221E-2,9.793234863E0
1.281960961E2,-8.816665649E-2,-3.652404785E-2,9.878108368E0
1.285978911E2,-5.927673340E-2,-5.927673340E-2,9.867330780E0
1.289996851E2,-7.424560547E-2,-3.442840576E-2,9.884994049E0
1.294014531E2,-7.155120850E-2,-5.792953491E-2,9.895621948E0
1.298032781E2,-7.364685059E-2,-6.331832886E-2,9.860145721E0
1.302050095E2,-7.334747314E-2,-5.044509888E-2,9.864486694E0
1.306067735E2,-8.786727905E-2,-4.296066284E-2,9.856104126E0
1.310085985E2,-6.047424316E-2,-4.819976807E-2,9.848170624E0
1.314103865E2,-6.481521606E-2,-6.331832886E-2,9.871372375E0
