,Time (s),Latitude (°),Longitude (°),Height (m),Velocity (m/s),Direction (°),Horizontal Accuracy (m),Vertical Accuracy (°),label
46,1.559653558e+36,52.33380849,4.867489125,0.3771673143,1.189085916,-1.0,200.0,200.0,climbing_stairs
47,1.559653558e+36,52.3337992,4.867494539,0.3800612092,1.168518313,-1.0,200.0,200.0,climbing_stairs
48,1.559653558e+36,52.3337861,4.867494305,0.3823538423,1.151259588,-1.0,200.0,200.0,climbing_stairs
49,1.559653558e+36,52.33376468,4.867495636,0.3840436339,1.138523136,-1.0,200.0,200.0,climbing_stairs
50,1.559653558e+36,52.33374119,4.867499241,0.3855048716,1.126837588,-1.0,200.0,200.0,climbing_stairs
51,1.559653558e+36,52.33371562,4.867506258,0.3866242468,1.116036957,-1.0,200.0,200.0,climbing_stairs
52,1.559653558e+36,52.33368898,4.867515983,0.3875078857,1.10570124,-1.0,200.0,200.0,climbing_stairs
53,1.559653558e+36,52.33366311,4.867527442,0.3882205188,1.094999199,-1.0,200.0,200.0,climbing_stairs
54,1.559653558e+36,52.33363903,4.867539828,0.388782084,1.08351457,-1.0,200.0,200.0,climbing_stairs
55,1.559653558e+36,52.33361557,4.867552256,0.3891867697,1.072003598,-1.0,200.0,200.0,climbing_stairs
56,1.559653558e+36,52.33360063,4.86755147,0.3893083036,1.057974777,-1.0,200.0,200.0,climbing_stairs
57,1.559653558e+36,52.33358393,4.86755116,0.3893967867,1.045126415,-1.0,200.0,200.0,climbing_stairs
58,1.559653558e+36,52.33356896,4.8675495,0.389668107,1.03179397,-1.0,200.0,200.0,climbing_stairs
59,1.559653558e+36,52.33356682,4.867542664,0.3899787068,1.012518859,-1.0,200.0,200.0,climbing_stairs
60,1.559653558e+36,52.33357512,4.867530809,0.3901667893,0.9887132835,-1.0,200.0,200.0,climbing_stairs
61,1.559653558e+36,52.33359035,4.867517619,0.3904755116,0.9619340468,-1.0,200.0,200.0,climbing_stairs
62,1.559653558e+36,52.33359929,4.867502542,0.3905516267,0.9393366013,-1.0,200.0,200.0,climbing_stairs
63,1.559653558e+36,52.33474108,4.867897601,-1.106226444,-1.0,-1.0,65.0,65.0,climbing_stairs
64,1.559653558e+36,52.33460166,4.867835755,-0.6127400398,1.304265201,-1.0,200.0,200.0,climbing_stairs
65,1.559653558e+36,52.33451635,4.867814125,-0.343328476,1.335763463,-1.0,200.0,200.0,climbing_stairs
66,1.559653558e+36,52.33445085,4.867781995,-0.1711771935,1.354464637,-1.0,200.0,200.0,climbing_stairs
67,1.559653558e+36,52.3343934,4.867751153,-0.05087946355,1.367118055,-1.0,200.0,200.0,climbing_stairs
68,1.559653558e+36,52.33433893,4.867727138,0.03779543191,1.376599428,-1.0,200.0,200.0,climbing_stairs
69,1.559653558e+36,52.33460945,4.86800176,-1.187887549,-1.0,-1.0,65.0,65.0,climbing_stairs
70,1.559653558e+36,52.33432076,4.867898242,-0.6487851143,2.562530735,-1.0,200.0,200.0,climbing_stairs
71,1.559653558e+36,52.33413045,4.867838139,-0.3602660596,2.634337868,-1.0,200.0,200.0,climbing_stairs
72,1.559653558e+36,52.33397425,4.867786385,-0.1781483442,2.682109365,-1.0,200.0,200.0,climbing_stairs
73,1.559653558e+36,52.33384323,4.867739048,-0.0519605428,2.712398221,-1.0,200.0,200.0,climbing_stairs
74,1.559653558e+36,52.33447744,4.867315297,-0.9171512127,-1.0,-1.0,65.0,65.0,climbing_stairs
75,1.559653558e+36,52.3345323,4.867729578,-1.993217468,-1.0,-1.0,65.0,65.0,climbing_stairs
76,1.559653558e+36,52.33466645,4.867898186,-2.358679295,-1.0,-1.0,65.0,65.0,climbing_stairs
77,1.559653558e+36,52.33432474,4.867357201,-2.43948102,-1.0,-1.0,65.0,65.0,climbing_stairs
78,1.559653558e+36,52.33442447,4.867225743,-2.119785547,-1.0,-1.0,65.0,65.0,climbing_stairs
79,1.559653558e+36,52.33429653,4.867247589,-2.329844236,-1.0,-1.0,65.0,65.0,climbing_stairs
80,1.559653558e+36,52.33428003,4.867264704,-2.399679184,-1.0,-1.0,65.0,65.0,climbing_stairs
81,1.559653558e+36,52.33426235,4.867268892,-2.455956459,-1.0,-1.0,65.0,65.0,climbing_stairs
82,1.559653558e+36,52.33439595,4.867192013,-2.16018939,-1.0,-1.0,65.0,65.0,climbing_stairs
83,1.559653558e+36,52.33463732,4.867183283,-2.176632881,-1.0,-1.0,65.0,65.0,climbing_stairs
84,1.559653558e+36,52.3347496,4.867184554,-2.193815708,-1.0,-1.0,65.0,65.0,climbing_stairs
85,1.559653558e+36,52.33486312,4.867188951,-2.218253374,-1.0,-1.0,65.0,65.0,climbing_stairs
86,1.559653558e+36,52.33506134,4.86694591,-2.086552858,-1.0,-1.0,65.0,65.0,climbing_stairs
87,1.559653558e+36,52.33501395,4.868090749,-2.77726078,-1.0,-1.0,65.0,65.0,climbing_stairs
88,1.559653558e+36,52.33498229,4.86838447,-2.885028124,-1.0,-1.0,65.0,65.0,climbing_stairs
89,1.559653558e+36,52.3348654,4.86875266,-1.810562968,3.21205303,-1.0,200.0,200.0,climbing_stairs
90,1.559653558e+36,52.33673753,4.867708564,-1.772623897,-1.0,-1.0,100.0052123,100.0052123,climbing_stairs
91,1.559653558e+36,52.33780816,4.867143034,-1.737586498,-1.0,-1.0,100.2533353,100.2533353,climbing_stairs
92,1.559653558e+36,52.33387539,4.867313169,0.4814720154,-1.0,-1.0,100.0,100.0,climbing_stairs
93,1.559653558e+36,52.33388163,4.86731912,0.5162010193,-1.0,-1.0,50.0,50.0,climbing_stairs
94,1.559653558e+36,52.33388498,4.86732088,0.5397605896,-1.0,-1.0,50.0,50.0,climbing_stairs
95,1.559653558e+36,52.33389039,4.867361281,0.576259613,-1.0,-1.0,50.0,50.0,climbing_stairs
96,1.559653558e+36,52.33388616,4.867373183,0.5667381287,-1.0,-1.0,50.0,50.0,climbing_stairs
97,1.559653558e+36,52.33389919,4.867396234,0.5898704529,-1.0,-1.0,50.0,50.0,climbing_stairs
98,1.559653558e+36,52.33411259,4.867415344,0.6259422302,0.6000000238,214.8046875,50.0,50.0,climbing_stairs
99,1.559653558e+36,52.33408858,4.867428085,0.6458396912,1.320000052,192.3046875,50.0,50.0,climbing_stairs
100,1.559653558e+36,52.33428518,4.867417188,0.7709617615,0.6800000072,187.3828125,30.0,30.0,climbing_stairs
101,1.559653558e+36,52.33429255,4.867405454,0.9012718201,0.8000000119,183.8671875,10.0,10.0,climbing_stairs
102,1.559653558e+36,52.3342773,4.867403861,1.211269379,-1.0,-1.0,10.0,10.0,climbing_stairs
103,1.559653558e+36,52.33425722,4.867399335,1.507900238,-1.0,-1.0,10.0,10.0,climbing_stairs
104,1.559653558e+36,52.33424381,4.867401179,1.653896332,1.080000043,171.9140625,10.0,10.0,climbing_stairs
105,1.559653558e+36,52.33423258,4.867399251,1.917934418,1.080000043,170.5078125,10.0,10.0,climbing_stairs
106,1.559653558e+36,52.33422345,4.867394976,2.102565765,1.0,173.3203125,10.0,10.0,climbing_stairs
107,1.559653558e+36,52.33421385,4.86737947,2.088283539,1.0,201.796875,10.0,10.0,climbing_stairs
108,1.559653558e+36,52.3342123,4.867366394,2.025600433,0.8500000238,235.1953125,10.0,10.0,climbing_stairs
109,1.559653558e+36,52.33421837,4.867344601,2.126369476,0.8500000238,272.8125,10.0,10.0,climbing_stairs
110,1.559653558e+36,52.33422089,4.867319288,2.146022797,0.8799999952,292.1484375,10.0,10.0,climbing_stairs
111,1.559653558e+36,52.33422445,4.867287101,2.15707016,0.8799999952,286.5234375,10.0,10.0,climbing_stairs
112,1.559653558e+36,52.33422663,4.86725701,2.190639496,1.110000014,281.25,10.0,10.0,climbing_stairs
