,Time (s),X (m/s^2),Y (m/s^2),Z (m/s^2)
789,1.55965384678e+18,-0.6509962463,2.050136719,3.938010864
790,1.55965384718e+18,-1.673519897,-0.5013075256,10.52326675
791,1.55965384758e+18,-2.516267395,1.924398193,11.07786346
792,1.55965384798e+18,-2.347717896,2.678230591,9.731263733
793,1.55965384838e+18,0.8223898315,-1.211131439,5.810916138
794,1.55965384879e+18,-2.569257202,0.00628692627,8.241112518
795,1.55965384919e+18,-1.626966705,6.276897125,12.18630844
796,1.55965384959e+18,-0.8066725159,3.379671936,7.83021698
797,1.55965384999e+18,-0.2586621094,1.61588974,5.26649826
798,1.55965385039e+18,1.022373962,0.2017803955,7.847880249
799,1.55965385079e+18,-0.8857081604,3.686833191,14.54285797
800,1.55965385119e+18,-0.9627978516,1.649719391,9.662706299
801,1.55965385159e+18,-0.6535409546,0.6502478027,5.406756592
802,1.55965385199e+18,-3.626658325,-0.3972738647,7.589816895
803,1.5596538524e+18,-2.83166153,2.378254395,14.48133591
804,1.5596538528e+18,-2.108215942,1.467398529,9.667646027
805,1.5596538532e+18,-0.7623646545,1.770667877,4.889132996
806,1.5596538536e+18,0.2389031982,1.037043457,7.142097931
807,1.559653854e+18,-2.622995453,4.019740906,12.21130646
808,1.5596538544e+18,-1.14901062,2.93569519,11.48711243
809,1.5596538548e+18,-0.01347198486,1.464704132,5.507347412
810,1.5596538552e+18,-1.689536591,3.012335815,6.755751343
811,1.5596538556e+18,0.5046006775,2.096689911,14.30320633
812,1.55965385601e+18,-1.783840485,4.608017578,12.31653763
813,1.55965385641e+18,-2.01600769,3.608096924,7.754624176
814,1.55965385681e+18,0.5230123901,2.349963226,6.278992767
815,1.55965385721e+18,0.5607339478,-3.301085358,15.06227783
816,1.55965385761e+18,0.1537303162,3.647315369,14.04693924
817,1.55965385801e+18,-0.09175918579,3.174897766,10.47641418
818,1.55965385841e+18,0.2704875183,1.717528381,5.823939056
819,1.55965385881e+18,0.374072113,0.4299060059,6.925648041
820,1.55965385922e+18,-3.146456909,1.406026154,14.64823883
821,1.55965385962e+18,-1.408870239,4.346661072,12.46218475
822,1.55965386002e+18,-0.1691482544,1.747017059,6.317013702
823,1.55965386042e+18,0.1812730408,1.875749359,5.874833221
824,1.55965386082e+18,0.3291654968,0.3544628906,12.18002151
825,1.55965386122e+18,-3.757336578,3.635789337,15.16002457
826,1.55965386162e+18,0.1568737793,2.140399017,3.970343628
827,1.55965386202e+18,0.300125885,0.003592529297,6.957232361
828,1.55965386243e+18,-3.880979462,0.5322930908,14.64299973
829,1.55965386283e+18,0.08217910767,4.407135315,15.11826141
830,1.55965386323e+18,0.01017883301,2.373913422,6.628366241
831,1.55965386363e+18,1.520238647,1.795516205,4.872517548
832,1.55965386403e+18,3.452121277,-1.889071655,11.77885574
833,1.55965386443e+18,2.716251526,2.361040192,12.79628998
834,1.55965386483e+18,2.432142334,1.788181458,5.783822479
835,1.55965386523e+18,1.825753326,-0.3606001282,6.925049286
836,1.55965386563e+18,-0.2273771667,-1.088835754,11.9652182
837,1.55965386604e+18,-0.3911366272,5.462889862,14.56411377
838,1.55965386644e+18,0.416434021,3.708837433,8.245902557
839,1.55965386684e+18,-1.188229065,2.898123322,3.460803223
840,1.55965386724e+18,1.170865173,1.437909851,7.741750946
