,Time (s),X (µT),Y (µT),Z (µT),label
331,1.5596532826e+18,-32.07505798,-1.245285034,-24.76080322,nothing
332,1.55965328285e+18,-32.20887756,-1.441513062,-24.84619141,nothing
333,1.5596532831e+18,-32.0569458,-1.308868408,-24.60205078,nothing
334,1.55965328335e+18,-32.1913147,-1.185043335,-24.75292969,nothing
335,1.5596532836e+18,-32.33631897,-1.373840332,-24.64434814,nothing
336,1.55965328385e+18,-31.92579651,-1.492218018,-24.60949707,nothing
337,1.5596532841e+18,-32.22958374,-1.542602539,-24.47271729,nothing
338,1.55965328435e+18,-32.82121277,-1.410644531,-24.47387695,nothing
339,1.5596532846e+18,-31.85604858,-1.705444336,-24.60858154,nothing
340,1.55965328485e+18,-31.90324402,-1.345657349,-24.92279053,nothing
341,1.5596532851e+18,-31.91419983,-1.342666626,-24.62701416,nothing
342,1.55965328535e+18,-32.2849884,-1.590499878,-24.79827881,nothing
343,1.5596532856e+18,-32.0005188,-1.256912231,-24.55761719,nothing
344,1.55965328585e+18,-31.8697052,-1.386459351,-24.56384277,nothing
345,1.5596532861e+18,-32.07315063,-1.205657959,-24.81896973,nothing
346,1.55965328635e+18,-32.0546875,-1.299758911,-24.69116211,nothing
347,1.5596532866e+18,-32.38378906,-0.9440765381,-24.6229248,nothing
348,1.55965328685e+18,-32.17999268,-1.184036255,-24.85144043,nothing
349,1.5596532871e+18,-31.97105408,-1.212615967,-24.53613281,nothing
350,1.55965328735e+18,-31.88368225,-1.369155884,-24.59777832,nothing
351,1.5596532876e+18,-32.03875732,-1.366241455,-24.45617676,nothing
352,1.55965328785e+18,-32.14021301,-1.318893433,-24.52502441,nothing
353,1.5596532881e+18,-32.09838867,-1.426040649,-24.54156494,nothing
354,1.55965328834e+18,-32.32473755,-1.403762817,-24.55255127,nothing
355,1.55965328859e+18,-32.20776367,-1.007858276,-24.55609131,nothing
356,1.55965328884e+18,-32.23603821,-1.089584351,-24.71923828,nothing
357,1.55965328909e+18,-31.85945129,-1.466171265,-24.87280273,nothing
358,1.55965328934e+18,-32.12895203,-1.501586914,-24.68798828,nothing
359,1.55965328959e+18,-31.88598633,-1.194335938,-24.61627197,nothing
360,1.55965328984e+18,-33.65113831,-1.360061646,-24.70556641,nothing
361,1.55965329009e+18,-32.03445435,-1.579467773,-24.75854492,nothing
362,1.55965329034e+18,-31.64505005,-1.34487915,-24.74450684,nothing
363,1.55965329059e+18,-32.14100647,-1.132415771,-24.81506348,nothing
364,1.55965329084e+18,-32.25784302,-1.315368652,-24.54516602,nothing
365,1.55965329109e+18,-32.08761597,-1.163192749,-24.7331543,nothing
