"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
8.262482550E1,4.789524376E-1,-7.708043456E-1,-3.290324211E-1
8.287442950E1,-4.009818435E-1,5.911869407E-1,2.718808353E-1
8.312403250E1,4.076083601E-1,-2.082803547E-1,1.317363381E-1
8.337362325E1,-2.284401208E-1,-3.600599617E-2,-1.869003028E-1
8.362322625E1,2.923900783E-1,2.198761553E-1,-5.206820965E-1
8.387283025E1,-4.867509604E-1,3.612523377E-1,2.744685709E-1
8.412243325E1,-2.900178432E-1,-2.770641148E-1,3.608413041E-1
8.437202163E1,1.971247643E-1,-5.969914794E-1,3.283992782E-2
8.462162563E1,-5.254551768E-2,4.087960720E-1,3.404420987E-2
8.487122863E1,1.400406379E-2,3.304415643E-1,2.029143833E-2
8.512083163E1,-2.625972033E-1,1.439683139E-1,1.107974797E-1
8.537044475E1,-7.064878941E-1,-8.831675649E-1,-1.366716027E-1
8.562004875E1,1.015119255E-1,-4.691693187E-2,2.040956914E-1
8.586962075E1,-1.052490398E-1,2.551100552E-1,-3.441407084E-1
8.611922475E1,-2.589769065E-1,-1.749452576E-2,2.244361490E-1
8.636884713E1,9.349833429E-2,2.664869130E-1,8.225731552E-2
8.661845013E1,1.656799316E-1,-1.292881966E-1,-1.318332255E-1
8.686805312E1,-1.984653324E-1,2.705820501E-1,1.761268228E-1
8.711765713E1,4.435335472E-2,2.901223898E-1,-3.146620989E-1
8.736723800E1,-4.126319289E-1,-1.495513320E-2,3.937676847E-1
8.761684100E1,2.709546387E-1,-7.696428299E-1,-1.696092635E-1
8.786644500E1,2.405885160E-1,6.450295448E-1,-6.581947207E-2
8.811604800E1,1.961516589E-1,-3.312954605E-1,-2.585816681E-1
8.836566088E1,-3.956133723E-1,4.590066373E-1,2.661790550E-1
8.861526388E1,4.151279628E-1,-9.044893980E-1,2.426837087E-1
8.886486788E1,7.435490936E-2,-1.197702587E-1,-1.890325695E-1
8.911447087E1,-2.416802198E-1,2.328312248E-1,-4.649515264E-3
8.936408529E1,-1.647037864E-1,-2.468676120E-1,-1.145114899E-1
8.961368829E1,3.259341717E-1,-6.586909294E-1,6.444776058E-1
8.986329229E1,1.935080886E-1,-7.054739594E-1,-5.856488645E-2
9.011289529E1,1.867916137E-1,-2.706750929E-1,-6.073765755E-1
9.036244963E1,8.561249971E-1,2.068484724E-1,-1.739689559E-1
9.061205263E1,-1.091139540E-1,-7.406671047E-1,5.170388892E-2
9.086165563E1,3.882114217E-2,4.283414781E-1,2.723389268E-1
9.111125963E1,4.100072384E-1,-8.114141822E-1,-1.667516083E-1
9.136087500E1,-3.610920906E-1,4.874201119E-1,3.062798679E-1
9.161047800E1,4.841344357E-1,-3.212251514E-2,-1.043961123E-1
9.186008100E1,-2.494425699E-2,3.299928010E-1,2.787592411E-1
9.210968500E1,-3.343473077E-1,-1.112425327E-1,3.065863848E-1
9.235929029E1,3.280295432E-1,-4.037171304E-1,-3.455847800E-1
9.260889329E1,2.751974761E-1,1.117629051E0,-6.704648584E-2
9.285849629E1,-6.967313588E-2,-4.446670413E-2,-3.924231231E-1
9.310810029E1,-5.685458779E-1,6.036480069E-1,4.122745991E-2
9.335769500E1,-4.957263768E-1,-5.274531245E-1,3.408097327E-1
9.360729800E1,2.258736193E-1,-2.633055747E-1,-2.329012156E-1
9.385687100E1,2.592529655E-1,2.358860672E-1,-2.153609395E-1
9.410647400E1,-1.380063593E-2,2.806911469E-1,-1.488272995E-1
9.435610392E1,-6.779127121E-1,9.015162587E-1,4.099228680E-1
9.460570692E1,4.778275639E-2,-7.111650705E-1,-3.267439306E-1
