,Time (s),X (hPa),label
171,1.5596533766e+18,1009.950485,nothing
172,1.55965337764e+18,1009.950485,nothing
173,1.55965337868e+18,1009.950562,nothing
174,1.55965337972e+18,1009.950562,nothing
175,1.55965338075e+18,1009.951096,nothing
176,1.55965338179e+18,1009.950562,nothing
177,1.55965338283e+18,1009.950562,nothing
178,1.55965338387e+18,1009.948807,nothing
179,1.55965338491e+18,1009.942169,nothing
180,1.55965338594e+18,1009.941254,nothing
181,1.55965338698e+18,1009.93988,nothing
182,1.55965338802e+18,1009.93988,nothing
183,1.55965338906e+18,1009.940109,nothing
184,1.5596533901e+18,1009.943466,nothing
185,1.55965339113e+18,1009.945068,nothing
186,1.55965339217e+18,1009.947815,nothing
187,1.55965339321e+18,1009.948578,nothing
188,1.55965339425e+18,1009.949875,nothing
189,1.55965339529e+18,1009.95163,nothing
190,1.55965339633e+18,1009.95163,nothing
191,1.55965339737e+18,1009.948425,nothing
192,1.55965339841e+18,1009.946136,nothing
193,1.55965339945e+18,1009.945831,nothing
194,1.55965340048e+18,1009.945831,nothing
195,1.55965340152e+18,1009.948959,nothing
196,1.55965340256e+18,1009.95163,nothing
197,1.5596534036e+18,1009.955215,nothing
198,1.55965340464e+18,1009.957581,nothing
199,1.55965340567e+18,1009.957581,nothing
200,1.55965340671e+18,1009.957352,nothing
201,1.55965340775e+18,1009.955673,nothing
202,1.55965340879e+18,1009.954529,nothing
203,1.55965340983e+18,1009.954376,nothing
204,1.55965341087e+18,1009.954453,nothing
205,1.55965341191e+18,1009.954453,nothing
206,1.55965341294e+18,1009.954834,nothing
207,1.55965341398e+18,1009.954834,nothing
208,1.55965341502e+18,1009.954529,nothing
209,1.55965341606e+18,1009.95285,nothing
210,1.5596534171e+18,1009.950638,nothing
211,1.55965341813e+18,1009.950638,nothing
212,1.55965341917e+18,1009.949722,nothing
213,1.55965342021e+18,1009.951324,nothing
214,1.55965342125e+18,1009.949722,nothing
215,1.55965342229e+18,1009.949722,nothing
216,1.55965342333e+18,1009.948502,nothing
217,1.55965342436e+18,1009.946594,nothing
218,1.5596534254e+18,1009.946594,nothing
219,1.55965342644e+18,1009.946594,nothing
220,1.55965342748e+18,1009.947052,nothing
221,1.55965342852e+18,1009.947891,nothing
222,1.55965342956e+18,1009.950867,nothing
223,1.55965343059e+18,1009.950867,nothing
224,1.55965343163e+18,1009.950562,nothing
225,1.55965343267e+18,1009.949341,nothing
226,1.55965343371e+18,1009.949036,nothing
227,1.55965343475e+18,1009.949036,nothing
228,1.55965343579e+18,1009.949036,nothing
229,1.55965343682e+18,1009.949188,nothing
230,1.55965343786e+18,1009.948502,nothing
231,1.5596534389e+18,1009.94606,nothing
232,1.55965343994e+18,1009.945679,nothing
233,1.55965344098e+18,1009.945679,nothing
234,1.55965344201e+18,1009.945602,nothing
235,1.55965344305e+18,1009.945602,nothing
236,1.55965344409e+18,1009.946671,nothing
237,1.55965344513e+18,1009.946671,nothing
238,1.55965344617e+18,1009.946213,nothing
239,1.55965344721e+18,1009.946213,nothing
240,1.55965344825e+18,1009.946823,nothing
241,1.55965344929e+18,1009.946823,nothing
242,1.55965345033e+18,1009.946823,nothing
243,1.55965345137e+18,1009.944992,nothing
244,1.5596534524e+18,1009.942169,nothing
245,1.55965345344e+18,1009.940567,nothing
246,1.55965345448e+18,1009.935837,nothing
247,1.55965345552e+18,1009.934616,nothing
248,1.55965345656e+18,1009.934082,nothing
249,1.5596534576e+18,1009.934616,nothing
250,1.55965345863e+18,1009.934845,nothing
251,1.55965345967e+18,1009.935074,nothing
252,1.55965346071e+18,1009.935074,nothing
253,1.55965346175e+18,1009.935074,nothing
254,1.55965346279e+18,1009.935532,nothing
255,1.55965346382e+18,1009.935684,nothing
256,1.55965346486e+18,1009.935684,nothing
257,1.5596534659e+18,1009.938278,nothing
258,1.55965346694e+18,1009.939728,nothing
259,1.55965346798e+18,1009.943466,nothing
260,1.55965346902e+18,1009.944611,nothing
261,1.55965347005e+18,1009.947205,nothing
262,1.55965347109e+18,1009.947205,nothing
263,1.55965347213e+18,1009.946823,nothing
264,1.55965347317e+18,1009.943085,nothing
265,1.55965347421e+18,1009.942093,nothing
266,1.55965347525e+18,1009.936981,nothing
267,1.55965347628e+18,1009.925919,nothing
268,1.55965347732e+18,1009.919357,nothing
269,1.55965347836e+18,1009.915771,nothing
270,1.5596534794e+18,1009.91333,nothing
271,1.55965348044e+18,1009.91333,nothing
272,1.55965348148e+18,1009.91951,nothing
273,1.55965348251e+18,1009.924316,nothing
274,1.55965348355e+18,1009.926147,nothing
275,1.55965348459e+18,1009.92836,nothing
276,1.55965348563e+18,1009.928589,nothing
277,1.55965348667e+18,1009.929657,nothing
278,1.55965348771e+18,1009.930267,nothing
279,1.55965348875e+18,1009.930573,nothing
280,1.55965348979e+18,1009.930573,nothing
281,1.55965349082e+18,1009.930725,nothing
282,1.55965349186e+18,1009.930725,nothing
283,1.5596534929e+18,1009.930344,nothing
284,1.55965349394e+18,1009.927521,nothing
285,1.55965349498e+18,1009.926987,nothing
286,1.55965349602e+18,1009.925308,nothing
287,1.55965349705e+18,1009.925308,nothing
288,1.55965349809e+18,1009.924698,nothing
289,1.55965349913e+18,1009.925919,nothing
290,1.55965350017e+18,1009.927902,nothing
291,1.55965350121e+18,1009.930725,nothing
292,1.55965350225e+18,1009.931641,nothing
293,1.55965350328e+18,1009.93454,nothing
294,1.55965350432e+18,1009.937515,nothing
295,1.55965350536e+18,1009.937515,nothing
296,1.5596535064e+18,1009.933853,nothing
297,1.55965350744e+18,1009.930115,nothing
298,1.55965350848e+18,1009.924164,nothing
299,1.55965350951e+18,1009.922104,nothing
300,1.55965351055e+18,1009.922104,nothing
301,1.55965351159e+18,1009.923401,nothing
302,1.55965351263e+18,1009.928131,nothing
303,1.55965351367e+18,1009.932709,nothing
304,1.55965351471e+18,1009.932709,nothing
305,1.55965351574e+18,1009.927826,nothing
306,1.55965351678e+18,1009.922333,nothing
307,1.55965351782e+18,1009.916611,nothing
308,1.55965351886e+18,1009.911118,nothing
309,1.5596535199e+18,1009.909592,nothing
310,1.55965352094e+18,1009.909592,nothing
311,1.55965352198e+18,1009.911728,nothing
312,1.55965352301e+18,1009.913177,nothing
313,1.55965352405e+18,1009.91539,nothing
314,1.55965352509e+18,1009.917068,nothing
315,1.55965352613e+18,1009.917068,nothing
316,1.55965352717e+18,1009.915848,nothing
317,1.55965352821e+18,1009.913788,nothing
318,1.55965352925e+18,1009.913101,nothing
319,1.55965353028e+18,1009.910583,nothing
320,1.55965353132e+18,1009.909973,nothing
321,1.55965353236e+18,1009.909973,nothing
322,1.5596535334e+18,1009.909973,nothing
323,1.55965353444e+18,1009.909973,nothing
324,1.55965353547e+18,1009.909134,nothing
325,1.55965353651e+18,1009.905472,nothing
326,1.55965353755e+18,1009.904022,nothing
327,1.55965353859e+18,1009.903793,nothing
328,1.55965353963e+18,1009.903793,nothing
329,1.55965354067e+18,1009.904022,nothing
330,1.5596535417e+18,1009.904022,nothing
331,1.55965354274e+18,1009.904022,nothing
332,1.55965354378e+18,1009.904022,nothing
333,1.55965354482e+18,1009.90593,nothing
334,1.55965354586e+18,1009.907074,nothing
335,1.5596535469e+18,1009.909973,nothing
336,1.55965354794e+18,1009.913025,nothing
337,1.55965354897e+18,1009.915695,nothing
338,1.55965355001e+18,1009.916763,nothing
339,1.55965355105e+18,1009.917297,nothing
340,1.55965355209e+18,1009.917297,nothing
