"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
6.439515838E1,2.436510660E-2,-1.193597466E-1,-1.137409806E-1
6.464476138E1,-1.048862785E-1,6.259618327E-3,6.083233654E-2
6.489436438E1,5.055111833E-4,-1.688609831E-3,-8.745883591E-3
6.514394863E1,-8.506119251E-3,2.112859115E-2,-2.899984829E-3
6.539355163E1,-7.245412469E-2,6.769338623E-3,-3.237142786E-2
6.564315563E1,9.935197830E-1,-7.424816489E-1,2.214631140E-1
6.589272763E1,2.296042591E-1,2.051503360E-1,1.152595878E0
6.614234188E1,-4.426328838E-1,2.172308564E-1,1.972097456E-1
6.639194488E1,-2.625619173E-1,9.826002643E-3,1.918386817E-1
6.664151788E1,8.761593699E-2,-7.935566828E-4,6.873559952E-2
6.689112087E1,6.648394465E-2,-1.598148197E-1,1.150515229E-1
6.714067417E1,4.322065711E-1,-4.265931249E-1,-1.365825534E-1
6.739027717E1,1.525507569E-1,-3.694112599E-2,-2.103301883E-2
6.763988017E1,-4.082151502E-2,2.181388140E-1,1.605645269E-1
6.788945317E1,-1.926936358E-1,4.099528491E-1,5.331665874E-1
6.813906675E1,3.780423105E-1,-8.197454810E-1,5.267440528E-2
6.838867075E1,-2.860449255E-2,1.435280144E-1,-5.660519004E-2
6.863824275E1,-8.971761167E-2,6.852199137E-2,-3.273539245E-2
6.888784675E1,-1.296005249E-1,1.770049892E-2,-3.147912212E-3
6.913746067E1,3.251774982E-2,2.404933795E-2,2.054540813E-2
6.938703367E1,2.061562300E0,1.597710133E0,8.598428369E-1
6.963663667E1,1.880491525E-1,-3.266113997E-2,-1.884429008E-1
6.988620967E1,-1.167299598E-1,4.809029400E-2,4.572829604E-2
7.013579338E1,8.912894875E-3,1.639532745E-1,7.090128958E-2
7.038539638E1,1.124397852E-2,6.373897195E-2,1.161699817E-1
7.063496938E1,-3.174300864E-2,9.124366939E-2,-6.142602116E-2
7.088457238E1,-8.970180154E-2,3.486873209E-2,-1.875225455E-2
7.113418538E1,-1.506565809E-1,-7.600943558E-3,2.170708030E-3
7.138375837E1,1.149374899E-2,-2.647968754E-2,-3.712926805E-2
7.163336138E1,-9.527308494E-2,-4.117606580E-2,-2.876289561E-2
7.188296537E1,-9.101264924E-2,1.482064277E-2,-7.611165754E-3
7.213251700E1,-3.462696970E-1,4.154891372E-1,1.839739978E-1
7.238212100E1,-1.002694964E0,-5.177584291E-1,-8.675544858E-1
7.263172400E1,6.515321136E-2,-6.568688154E-2,-4.332587495E-2
7.288132700E1,6.458358467E-2,-6.445606053E-2,-1.549149603E-1
7.313091554E1,-8.272603154E-3,2.104071900E-3,-9.805104882E-2
7.338051854E1,5.620214157E-3,-6.649236381E-2,-4.461742193E-2
7.363012254E1,-1.124307439E-1,-6.718624383E-2,-2.178272605E-1
7.387972554E1,5.206637457E-2,-6.455215812E-2,-3.773632050E-1
7.412934167E1,1.236459985E-1,-2.886176854E-2,-2.820359170E-1
7.437891467E1,2.098048292E-2,3.120419756E-2,1.384683140E-2
7.462857867E1,1.676849648E-2,1.918119378E-2,1.828755587E-1
7.487818167E1,5.404026434E-2,6.270715967E-3,2.137566805E-1
7.512775050E1,2.540406957E-2,6.052786112E-2,2.620301843E-1
7.537735350E1,-4.186037183E-2,-3.597957641E-2,1.545305401E-1
7.562695750E1,3.725033719E-3,2.826862037E-3,-5.602838099E-2
7.587656050E1,-2.631979994E-2,2.015900612E-2,-9.905421175E-3
7.612616388E1,-3.537315130E-2,9.399785101E-2,1.989237368E-1
7.637576788E1,3.392435610E-3,3.428252041E-2,2.582908273E-1
7.662537088E1,-2.043437958E-1,3.015202582E-1,7.364346087E-2
7.687494388E1,9.536676854E-2,3.949616849E-2,-1.435182691E-1
7.712453563E1,1.079628468E-1,-2.033780515E-2,1.564627886E-2
7.737413863E1,6.400513649E-1,-3.447354138E-1,-9.390614182E-2
7.762374163E1,-1.512147635E-1,1.194171906E-1,1.011912152E-1
7.787334563E1,-1.876662672E-1,1.899992526E-1,7.664591819E-2
7.812294979E1,-1.748830639E-2,-3.069906496E-2,5.085619166E-2
7.837255279E1,-1.056803670E-2,3.334939480E-3,4.207418114E-2
7.862215579E1,-4.590015858E-2,-7.491427660E-2,2.191846073E-2
7.887172879E1,-1.244304236E-2,-1.760159619E-3,-8.776776493E-2
7.912132792E1,-4.175806791E-2,3.660951555E-2,4.939500242E-2
7.937093092E1,-1.786183566E-2,1.019022614E-2,1.206439454E-2
7.962053392E1,3.720686771E-3,2.239655890E-2,1.775849983E-2
7.987013692E1,-5.592341535E-3,-4.088705406E-3,-2.337905951E-2
8.011973775E1,2.246745117E-2,-4.588418640E-3,-3.167723119E-2
8.036934075E1,1.496974938E-2,-1.091091614E-2,-4.871978238E-2
8.061894375E1,5.244960543E-3,3.420897573E-2,3.512013331E-2
8.086854675E1,3.066971432E-3,-1.227405947E-2,2.166807093E-2
8.111812179E1,6.996149421E-1,-6.027263999E-1,-4.360272586E-1
8.136772479E1,2.633412480E-1,-3.678768873E-1,-1.993952841E-1
8.161732879E1,2.789375484E-1,-2.624944746E-1,-1.360157225E-2
8.186693179E1,-6.455061585E-2,9.220321476E-2,-1.052231528E-3
8.211654567E1,-1.381762326E-1,1.527531743E-1,-6.466482580E-2
8.236614967E1,-7.722716779E-2,3.485388756E-1,5.177374929E-2
8.261575267E1,-8.505073935E-2,8.033748716E-3,6.044473499E-2
8.286535567E1,-1.102751270E-1,4.014570266E-2,5.599607155E-2
8.311495904E1,-8.316120505E-2,2.467867918E-2,5.597064644E-2
8.336456304E1,-6.632891297E-2,2.051176876E-2,5.613365769E-2
8.361416604E1,7.233487908E-3,3.592832759E-2,2.876503393E-2
8.386376904E1,-6.127971411E-2,-2.683899552E-2,-3.033592738E-2
8.411336500E1,-5.708952900E-3,-2.943790518E-3,1.600329019E-2
8.436296900E1,-2.638986800E-3,6.252842024E-3,3.619388677E-3
8.461254100E1,5.004853476E-3,1.771058887E-3,-2.225946076E-2
8.486214500E1,-5.079110619E-3,3.693129867E-3,-3.178847954E-2
8.511174029E1,-1.598072425E-2,2.286874130E-2,8.145067841E-5
8.536134329E1,-4.868439399E-3,6.320217624E-3,1.376262121E-2
8.561094729E1,7.922608405E-3,3.178510815E-3,-4.127831757E-2
8.586055029E1,9.162018448E-2,-3.833043575E-2,1.042521838E-2
8.611018150E1,-1.931380108E-2,2.157513984E-3,-4.749350250E-3
8.635978450E1,-6.631567329E-2,4.387238249E-2,4.781145602E-2
8.660938850E1,1.481964625E-2,-9.808774106E-3,5.584526807E-2
8.685896050E1,4.419124871E-2,4.234962165E-2,-1.625616848E-2
8.710853650E1,-9.486813098E-3,5.132333189E-2,1.737238020E-1
8.735813950E1,-1.494002715E-2,-4.797322676E-2,-1.533557177E-1
8.760774250E1,9.677575901E-3,3.366591781E-2,1.022101752E-2
