"Time (s)","X (µT)","Y (µT)","Z (µT)"
3.457800131E2,1.109408569E1,6.086013794E0,3.654174805E-1
3.460296771E2,1.145893860E1,6.219619751E0,5.462036133E-1
3.462793225E2,1.145372009E1,6.207260132E0,7.962646484E-1
3.465289865E2,1.269035339E1,6.559890747E0,2.814331055E0
3.467786505E2,1.544046021E1,-6.248474121E-1,1.121850586E1
3.470282845E2,1.016906738E1,7.847976685E0,4.172912598E0
3.472779493E2,1.210987854E1,8.316665649E0,2.341064453E0
3.475275833E2,1.213710022E1,8.654357910E0,1.828674316E0
3.477772483E2,1.191502380E1,8.979156494E0,2.336730957E0
3.480269123E2,1.292642212E1,8.421646118E0,3.800720215E0
3.482765495E2,8.997512817E0,6.291793823E0,8.433715820E0
3.485262135E2,1.278489685E1,8.381500244E0,3.162231445E0
3.487758475E2,1.135165405E1,5.496749878E0,-5.839843750E-1
3.490255115E2,1.130374146E1,6.009597778E0,1.715087891E-2
3.492751791E2,1.170463562E1,6.304107666E0,1.433837891E0
3.495248131E2,1.280894470E1,7.682342529E0,3.525695801E0
3.497744771E2,1.042597961E1,7.559188843E0,6.370605469E0
3.500241111E2,1.243745422E1,8.964630127E0,3.264038086E0
3.502737779E2,1.069395447E1,4.322845459E0,-1.425476074E0
3.505234419E2,1.134121704E1,5.528045654E0,-5.530395508E-1
3.507730759E2,1.171556091E1,6.454971313E0,5.215454102E-1
3.510227399E2,1.270742798E1,6.280395508E0,1.567626953E0
3.512724112E2,1.018682861E1,7.481170654E0,4.614990234E0
3.515220753E2,1.685546875E1,-5.884399414E-1,5.885192871E0
3.517717393E2,1.170336914E1,8.299423218E0,2.988830566E0
3.520213733E2,1.180998230E1,7.879867554E0,1.666320801E0
3.522710437E2,1.345376587E1,9.203033447E0,1.867248535E0
3.525206777E2,1.488085938E1,1.032904053E1,4.207458496E0
3.527703428E2,1.094386292E1,1.055035400E1,4.714172363E0
3.530200068E2,1.328080750E1,9.532455444E0,2.610961914E0
3.532696437E2,1.085862732E1,5.822372437E0,-1.611938477E0
3.535193077E2,1.098684692E1,5.612197876E0,-1.081542969E0
3.537689417E2,1.154153442E1,5.921112061E0,-6.862182617E-1
3.540186057E2,1.343020630E1,5.280853271E0,1.619079590E0
3.542682877E2,1.166983032E1,7.215988159E0,2.558776855E0
3.545179217E2,1.234545898E1,7.492645264E0,6.281738281E-1
3.547675857E2,1.245588684E1,8.298049927E0,5.659790039E-1
3.550172197E2,1.354067993E1,8.212738037E0,-6.917724609E-1
3.552668701E2,1.685720825E1,3.738754272E0,6.697387695E0
3.555165341E2,1.195571899E1,9.620559692E0,1.953430176E0
3.557661681E2,1.204914856E1,1.072161865E1,3.258056641E-1
3.560158321E2,1.215447998E1,9.845962524E0,-2.365051270E0
3.562654799E2,1.413235474E1,9.575561523E0,2.418762207E0
3.565151439E2,1.228764343E1,1.337321472E1,3.231140137E0
3.567648079E2,1.135852051E1,8.531143188E0,-6.807250977E-1
3.570144419E2,1.070513916E1,6.607559204E0,6.252441406E-1
3.572641226E2,1.263076782E1,5.845932007E0,8.576660156E-1
3.575137876E2,1.575442505E1,4.482070923E0,3.537475586E0
3.577634216E2,1.249813843E1,2.843032837E0,1.708374023E1
3.580130856E2,5.667770386E0,-8.388671875E-1,8.822448730E0
3.582627570E2,1.119413757E1,-1.159454346E0,6.810546875E0
3.585123910E2,1.452729797E1,-1.166625977E0,8.637695312E0
3.587620550E2,2.942062378E0,-3.534069824E1,2.290466309E0
3.590117200E2,4.768753052E0,-1.500282288E1,1.970031738E0
3.592613530E2,8.023223877E-1,-2.203569031E1,1.150939941E0
3.595110180E2,5.824523926E0,-1.065792847E1,3.508911133E0
3.597606820E2,1.116853333E1,2.277389526E0,6.425842285E0
3.600103160E2,1.156492615E1,2.876525879E0,6.056274414E0
3.602600025E2,1.067555237E1,4.265136719E-1,6.264343262E0
3.605096665E2,1.211601257E1,3.385818481E0,7.019104004E0
