"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
7.487338613E1,1.915566559E0,-2.609972534E0,8.384065247E-1
7.512418012E1,3.895948334E0,-2.367476807E1,-5.792953491E-1
7.537497312E1,1.166973267E0,-8.421487427E0,1.574126587E0
7.562583675E1,2.438578949E0,-9.768685913E0,-4.098477173E-1
7.587662975E1,1.504671021E0,-1.359457993E1,1.522933044E0
7.612745375E1,8.264314270E-1,-1.232492020E1,-2.359692993E0
7.637827775E1,1.999541931E0,-1.075588303E1,-6.406677246E-1
7.662911375E1,2.050585785E0,-1.051099228E1,3.126697998E0
7.687990775E1,2.464325409E0,-1.168574936E1,2.067201233E-1
7.713070075E1,-6.017486572E-2,-3.930526428E0,-9.240284729E-1
7.738152475E1,2.523751831E-1,-8.107889557E0,1.165177002E0
7.763230842E1,1.267414398E0,-8.879385223E0,2.665956116E0
7.788310142E1,1.610800323E0,-4.879852295E0,1.606159973E0
7.813389542E1,1.147663422E0,-6.969806213E0,-1.604064331E0
7.838471942E1,9.729766846E-1,-6.848857727E0,-4.855902100E-1
7.863555462E1,2.759062500E0,-1.245604752E1,-4.680915985E0
7.888634862E1,1.821412354E0,-9.866133270E0,2.116897888E0
7.913717262E1,2.424358521E0,-5.382656708E0,2.920426941E-1
7.938796562E1,1.741777954E0,-7.566016388E0,1.354383545E0
7.963876967E1,1.508413239E0,-9.398805084E0,2.006128235E0
7.988956367E1,2.671195221E0,-1.755669067E1,-1.777703247E0
8.014038767E1,1.001417542E-1,-8.240663452E0,-7.475454712E-1
8.039121167E1,2.281256104E0,-1.272458908E1,-1.734143829E0
8.064204667E1,1.525477753E0,-8.400830383E0,-3.538641357E-1
8.089287067E1,1.657054138E0,-8.563991089E0,1.282682648E0
8.114369467E1,1.399290161E0,-9.364226990E0,1.637295227E0
8.139451867E1,2.203567657E0,-7.989635468E0,1.128652954E-1
8.164535504E1,1.117126923E0,-3.580703888E0,-3.724255371E-1
8.189614804E1,1.385069733E0,-4.702022095E0,6.465055847E-1
8.214700304E1,1.520687714E0,-1.219678665E1,-4.478686523E-1
8.239782704E1,1.014290771E0,-1.287308029E1,-1.924697571E0
8.264869050E1,8.970845032E-1,-1.239228012E1,3.281925201E0
8.289951450E1,2.074835358E0,-9.277856598E0,-1.341210938E0
8.315033850E1,8.999285889E-1,-5.146597595E0,-1.160836029E0
8.340119250E1,1.709894257E0,-1.285796173E1,1.266366577E0
8.365197425E1,1.666334839E0,-8.890611877E0,-2.215393066E-2
8.390279825E1,1.744472351E0,-1.363589401E1,-3.594026184E-1
8.415359125E1,3.923341370E-1,-6.728957062E0,7.831713867E-1
8.440441525E1,1.665137329E0,-8.071964264E0,-1.001267853E0
8.465522462E1,1.378483429E0,-9.994715881E0,-2.119442596E0
8.490604863E1,1.128203888E0,-8.132887573E0,-1.181343384E0
8.515690363E1,1.773212585E0,-1.132694550E1,3.685336304E-1
8.540781862E1,2.196831665E0,-1.111214218E1,-2.367776184E0
8.565871375E1,8.247848511E-1,-4.351451111E0,-1.940564575E0
8.590959875E1,1.176553345E-1,-6.942413177E0,-9.533674622E-1
8.616045375E1,1.121767273E0,-7.471562805E0,-5.275030518E-1
8.641124675E1,1.984273682E0,-7.826624451E0,6.535409546E-1
8.666212112E1,1.640887756E0,-1.278221924E1,4.719685364E-1
8.691294512E1,1.402733002E0,-8.724906464E0,-7.894583130E-1
8.716376912E1,1.801204376E0,-1.188348816E1,-2.068698120E0
8.741459312E1,4.622387695E-1,-1.227597198E1,-1.560804291E0
8.766539500E1,1.740430756E0,-8.500074005E0,-1.126557312E0
8.791621900E1,1.807640991E0,-9.728269958E0,9.268725586E-1
8.816704300E1,1.863923950E0,-1.085886887E1,2.499053192E0
8.841786700E1,1.296903076E0,-5.739215240E0,-4.632865906E-1
8.866866987E1,2.443518677E0,-1.498174530E1,-1.261875916E-1
8.891949388E1,1.033899994E0,-7.183412018E0,2.233355713E0
8.917034887E1,5.677693176E-1,-4.444707184E0,-8.400531006E-1
8.942117288E1,2.211501160E0,-1.587344101E1,4.703369293E0
8.967200729E1,2.090253296E0,-1.018003052E1,-1.678609314E0
8.992283129E1,2.054926758E0,-7.129673767E0,-2.851570129E0
9.017365529E1,8.728349304E-1,-1.096290253E1,-1.032852173E-1
9.042447929E1,3.031196594E-1,-6.997498627E0,-3.198847961E-1
9.067531562E1,1.235979767E0,-3.322341156E0,8.096662903E-1
9.092616962E1,1.854194183E0,-9.579030304E0,-2.541415100E0
9.117702463E1,1.172362061E0,-1.348186432E1,1.940265198E0
9.142787862E1,1.299148407E0,-1.007854156E1,-2.488724670E0
9.167874600E1,1.160386963E0,-9.806407471E0,-1.087488556E0
9.192963100E1,1.973496094E0,-9.367969208E0,-2.306703186E-1
9.218045500E1,2.130669250E0,-1.140014328E1,-8.104147339E-1
9.243127900E1,8.783734131E-1,-1.023855881E1,4.119433594E-1
9.268213529E1,1.852846985E0,-1.042432251E1,-6.719526672E-1
9.293295929E1,9.985734558E-1,-1.349069595E1,-2.519710236E0
9.318384429E1,1.352437592E0,-1.217448303E1,-1.549128571E0
9.343472929E1,1.059197388E0,-8.324938202E0,6.086343384E-1
9.368557600E1,1.880389709E0,-1.038106247E1,1.553768921E0
9.393643000E1,2.860252075E0,-1.284374130E1,1.045875092E0
9.418725400E1,1.707948303E-1,-5.576503601E0,-1.552122345E0
9.443807800E1,1.521436157E0,-4.284091187E0,-1.311273193E0
9.468895892E1,8.794212341E-1,-8.280780029E0,1.966760101E0
9.493978292E1,1.971849518E0,-9.849068756E0,-6.960525513E-2
9.519063692E1,1.778900757E0,-7.951764221E0,8.602610779E-1
9.544146092E1,2.058818665E0,-8.026309204E0,-1.565893707E0
9.569222737E1,2.166145477E0,-9.796078949E0,-1.268462219E0
9.594302038E1,1.682052155E0,-1.063553329E1,5.879772949E-1
9.619381438E1,2.643203430E0,-1.581895432E1,-1.684297485E0
9.644463837E1,1.163979492E0,-3.946243744E0,-1.705553284E0
9.669547200E1,6.062393188E-1,-1.211311066E1,4.040098572E-1
9.694623500E1,8.779243469E-1,-6.689738617E0,-7.680528259E-1
9.719705900E1,1.854044495E0,-1.764201324E1,7.082970886E0
9.744785300E1,7.039860535E-1,-2.712958374E0,1.960922241E-1
9.769866637E1,1.452729034E0,-7.777975616E0,1.737886047E0
9.794949037E1,9.770182800E-1,-7.884254608E0,-2.268233185E0
9.820028438E1,1.114432526E0,-1.467802689E1,1.365610199E0
9.845110837E1,1.413510590E0,-6.976991272E0,2.148482208E0
9.870190167E1,1.526525574E0,-5.186265106E0,2.891986084E-1
9.895269567E1,2.541265411E0,-1.239587265E1,2.497256927E0
9.920348867E1,1.045875092E0,-8.729097748E0,-1.912572784E0
9.945425167E1,1.117575989E0,-4.405189362E0,-1.428928528E0
9.970502512E1,1.175655212E0,-9.699529724E0,-1.189276886E0
9.995581812E1,6.213578796E-1,-7.409591675E0,-7.743397522E-1
1.002065811E2,7.024891663E-1,-2.711162109E0,9.226812744E-1
1.004573741E2,3.755690002E-1,-6.728657684E0,-1.063688049E0
1.007082049E2,1.152303772E0,-8.733887787E0,3.674858093E-1
1.009590899E2,1.664089508E0,-7.940986633E0,-1.294508057E0
1.012098839E2,2.387834473E0,-9.223818970E0,-2.992127838E0
1.014606469E2,1.639241180E0,-5.266498260E0,1.907782745E0
1.017114340E2,1.590742035E0,-5.770500183E0,3.010240173E-1
1.019622280E2,2.563718719E0,-1.541629166E1,-4.295617218E0
1.022130210E2,2.240391083E0,-9.551188202E0,2.808160400E0
1.024638450E2,3.246748352E-1,-6.383176117E0,-1.769769745E0
1.027146377E2,9.843530273E-1,-1.549308197E1,-4.521198120E0
1.029654307E2,1.263821869E0,-2.099773499E1,1.721120911E0
1.032162547E2,2.868484955E0,-7.016808472E0,8.273295593E-1
1.034670477E2,2.458337860E0,-1.061921722E1,2.540217590E-1
1.037178578E2,1.519490204E0,-5.952821045E0,-2.024240570E0
1.039686817E2,1.285077667E0,-8.538843384E0,2.402503967E-1
1.042194747E2,2.338586884E0,-1.617656067E1,-2.341580658E0
1.044702687E2,2.193688202E0,-1.427985489E1,9.166937256E-1
1.047210717E2,1.781744843E0,-8.581804047E0,9.011260986E-2
1.049718657E2,2.327659607E0,-7.536527710E0,2.107617188E-1
