"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
2.379772979E1,8.039999962E0,1.565999985E1,-3.984000015E1
2.385772285E1,5.940000057E0,9.779999733E0,-4.229999924E1
2.391771545E1,1.740000010E0,2.339999914E0,-4.415999985E1
2.397770782E1,-2.279999971E0,1.319999933E0,-4.607999802E1
2.403770035E1,-6.420000076E0,8.939999580E0,-4.463999939E1
2.409769288E1,-9.420000076E0,2.003999901E1,-3.809999847E1
2.415768544E1,-1.080000019E1,3.221999741E1,-3.245999908E1
2.421767791E1,-1.620000005E0,3.450000000E1,-2.718000031E1
2.427767034E1,5.759999752E0,3.305999756E1,-2.885999870E1
2.433766267E1,6.000000000E0,3.029999924E1,-3.347999954E1
2.439765510E1,5.460000038E0,2.285999870E1,-3.725999832E1
2.445764759E1,3.779999971E0,1.668000031E1,-4.271999741E1
2.451764006E1,-4.619999886E0,1.230000019E1,-4.350000000E1
