"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
7.433746430E0,-3.160662651E0,2.278631210E0,-2.979359150E0
7.485743989E0,-6.462388992E0,1.616453290E0,-4.360525608E0
7.537738782E0,-7.266899109E0,-4.470494986E-1,-3.635428190E0
7.589732108E0,-5.959036350E0,-6.028201580E-1,-4.362358093E0
7.641725367E0,4.416097701E-1,5.648164272E0,-8.553805351E-1
7.693718860E0,1.148991704E0,4.551049709E0,2.228267193E0
7.745712019E0,1.773295999E0,-1.270495892E0,2.515373707E0
7.797705544E0,2.486786604E0,-8.422793150E-1,2.705963850E0
7.849699829E0,2.577194691E0,-4.000128806E-1,3.267348766E0
7.901693155E0,2.379274368E0,-4.226149023E-1,3.379748344E0
7.953686546E0,1.679833651E0,-5.667791367E-1,3.010174751E0
8.005679706E0,1.263834357E0,-2.039575100E0,2.711461782E0
8.057673099E0,7.384902835E-1,-1.469637990E0,1.993694901E0
8.109666391E0,1.339322049E-2,-2.219169617E0,1.498894095E0
8.161659817E0,-4.606382251E-1,-1.071353793E0,-5.453621596E-2
8.213653607E0,-3.172879934E0,1.175408602E0,-1.612853527E0
8.265647327E0,-5.404981613E0,6.463993192E-1,-2.328176737E0
8.317641053E0,-5.721409798E0,2.920974493E-1,-1.896294951E0
8.369634112E0,-4.238839626E0,2.598724604E0,-3.552961349E0
8.421627371E0,-1.405448169E-1,4.262721539E0,3.138155341E-1
8.473621096E0,1.106231213E0,1.857134104E0,5.184553862E-1
8.525619251E0,2.031692028E0,-1.373732090E0,1.731022954E0
8.577616740E0,2.329794168E0,4.930721223E-1,2.230710745E0
8.629611001E0,1.811780572E0,-1.015154123E0,2.443902493E0
8.681604093E0,1.477026343E0,-1.493461728E0,1.678488493E0
8.733597552E0,8.753240705E-1,2.945408821E-1,1.590523958E0
8.785590812E0,6.315888762E-1,-4.812579751E-1,1.390771031E0
8.837584105E0,2.669022679E-1,-1.569819808E0,1.348621249E0
8.889577365E0,1.690829277E0,-9.155831337E-1,1.737131596E0
8.941571353E0,-1.359831929E0,-2.923497200E0,1.165972590E0
8.993565241E0,-3.610259533E0,-2.363010049E-1,-8.315567970E-1
9.045558533E0,-5.496611118E0,2.821690321E0,-1.097283244E0
9.097551759E0,-7.874098778E0,-8.618270159E-1,-3.231646299E0
9.149545086E0,-5.036018848E0,1.706250429E0,-4.383738518E0
9.201538545E0,2.198656797E-1,6.572402954E0,5.972570181E-1
9.253531804E0,1.194195628E0,3.118571043E0,1.499505043E0
9.305525230E0,2.082393885E0,-8.312837481E-1,1.289978147E0
9.357518853E0,2.597353220E0,9.994793534E-1,2.466504574E0
9.409512841E0,2.562533855E0,-3.389263749E-1,2.663203478E0
9.461506168E0,2.554592609E0,-1.723757982E0,2.216660738E0
9.513499526E0,2.535044909E0,-3.725239635E-1,2.099985600E0
9.565493150E0,2.007257223E0,-8.428902030E-1,2.346775055E0
9.617489108E0,1.394559622E0,-1.528280973E0,1.861137152E0
9.669483600E0,5.943260789E-1,-1.705431938E0,1.753624916E0
9.721477092E0,-4.062712193E-1,-1.700545073E0,5.001294017E-1
9.773470218E0,-2.710454941E0,-8.325054646E-1,-1.443643808E0
9.825463510E0,-5.017082214E0,2.530918360E0,-2.759447575E0
9.877456803E0,-6.320668221E0,8.876910210E-1,-2.805262566E0
9.929450196E0,-5.001199722E0,2.835129499E0,-3.043499708E0
9.981444183E0,1.461495087E-2,2.802753687E0,-8.211721182E-1
1.003343777E1,9.638995528E-1,1.987248540E0,5.053260550E-2
1.008543123E1,1.569266915E0,-5.301271677E-1,1.239887238E0
1.013742462E1,2.064067841E0,1.167791039E-1,1.916725993E0
1.018941785E1,1.888749480E0,-1.440603435E-1,2.506211042E0
1.024141121E1,2.012755156E0,-1.613802075E0,2.395033360E0
1.029340450E1,2.168525934E0,-1.843487382E0,2.353494644E0
1.034539780E1,1.957166433E0,-2.363333702E0,1.604573727E0
1.039739185E1,1.147159100E0,-2.071340084E0,1.610071540E0
1.044938564E1,2.210873961E-1,-1.779957533E0,4.341559708E-1
1.050132587E1,-2.623712063E0,-5.796073079E-1,-1.959214091E0
1.055331943E1,-4.579702854E0,3.741042614E0,-2.187066793E0
1.060531279E1,-3.864990234E0,4.502791405E0,-1.954327106E0
1.065731024E1,-2.690907240E0,9.145690799E-1,-2.273809671E0
1.070930816E1,-5.797569752E-1,9.811534286E-1,-1.571314573E0
1.076130269E1,8.014093637E-1,9.652709365E-1,-2.582555078E-2
1.081329598E1,1.557660580E0,3.690664768E-1,7.921229601E-1
1.086528934E1,2.012144327E0,3.751751184E-1,1.558148026E0
1.091728260E1,2.040244102E0,3.403557837E-1,1.938106179E0
1.096927589E1,1.813002229E0,-3.682478964E-1,1.773783445E0
1.102126928E1,1.373790145E0,-9.852218032E-1,1.615569353E0
1.107326264E1,7.879703641E-1,-8.227316141E-1,8.471009135E-1
1.112525660E1,5.106375217E-1,-6.632958651E-1,3.443588018E-1
1.117725029E1,-2.217898965E-1,-1.986429930E0,8.361052871E-1
1.122924361E1,-1.839971900E0,-2.949153662E0,2.490638196E-1
1.128123687E1,-2.982290030E0,8.327131867E-1,-8.052896261E-1
1.133323036E1,-5.887565136E0,3.043147326E-1,-2.446684599E0
1.138522376E1,-6.642594814E0,-8.465553522E-1,-3.641536951E0
1.143721688E1,2.522415221E-1,4.215074062E0,-8.761499524E-1
1.148921057E1,9.956645370E-1,4.967049122E0,5.966461301E-1
1.154120466E1,1.141661406E0,2.133245468E0,1.473237753E0
1.159319802E1,2.324907303E0,9.182342887E-1,1.797607183E0
1.164519134E1,2.409206867E0,1.205340981E0,2.903273106E0
1.169718467E1,2.527714491E0,-1.381062508E0,3.035830975E0
1.174918039E1,2.155697823E0,-1.994371176E0,2.706574678E0
1.180117529E1,1.745196223E0,-1.630295515E0,2.608836174E0
1.185316864E1,6.767928600E-1,-2.283921480E0,2.699244499E0
1.190516194E1,9.858906865E-1,-1.524004936E0,1.423757672E0
1.195715529E1,1.734399050E-1,-3.071613908E-1,1.091756672E-1
1.200914869E1,-4.205242157E0,-9.675067067E-1,-2.479060411E0
1.206114208E1,-6.191775799E0,2.300011396E0,-3.557848454E0
1.211313527E1,-5.965145111E0,-3.045670271E0,-3.014789343E0
1.216512946E1,-1.908388853E0,2.674471855E0,-2.097269535E0
1.221712298E1,1.075687885E0,4.655508041E0,8.318293095E-1
1.226911634E1,1.290101528E0,3.329930305E0,6.394066811E-1
