"Time (s)","Pressure (hPa)"
2.136756758E2,1.021952148E3
2.137756639E2,1.021826904E3
2.138756518E2,1.021771729E3
2.139756396E2,1.021833984E3
2.140756278E2,1.021847412E3
2.141756160E2,1.021801270E3
2.142756042E2,1.021781494E3
2.143755924E2,1.021796143E3
2.144755806E2,1.021801025E3
2.145755351E2,1.021802002E3
2.146755233E2,1.021798828E3
2.147755115E2,1.021793457E3
2.148754996E2,1.021794678E3
2.149754875E2,1.021815186E3
2.150754754E2,1.021772217E3
2.151754637E2,1.021788818E3
2.152754519E2,1.021889648E3
2.153754401E2,1.021781738E3
2.154754283E2,1.021742432E3
2.155754165E2,1.021705078E3
2.156754048E2,1.021666992E3
2.157753930E2,1.021708252E3
2.158753812E2,1.021679199E3
2.159753693E2,1.021715332E3
2.160753575E2,1.021764893E3
2.161753456E2,1.021811035E3
2.162753339E2,1.021942139E3
2.163753220E2,1.021810547E3
2.164753101E2,1.021756348E3
2.165752983E2,1.021769043E3
2.166752866E2,1.021767822E3
2.167752747E2,1.021792725E3
2.168752629E2,1.021810059E3
2.169752511E2,1.021821533E3
2.170752391E2,1.021820557E3
2.171752270E2,1.021828613E3
2.172752150E2,1.021829590E3
2.173752032E2,1.021815430E3
2.174751914E2,1.021855469E3
2.175751796E2,1.021855713E3
2.176751677E2,1.021777832E3
2.177751559E2,1.021768066E3
2.178751441E2,1.021784180E3
2.179751323E2,1.021775391E3
2.180751204E2,1.021759033E3
2.181751083E2,1.021738525E3
2.182750962E2,1.021705322E3
2.183750842E2,1.021770752E3
2.184750722E2,1.021713623E3
2.185750601E2,1.021869141E3
2.186750481E2,1.021801758E3
2.187750361E2,1.021783691E3
2.188750241E2,1.021779053E3
2.189750120E2,1.021770508E3
2.190749999E2,1.021772217E3
2.191749879E2,1.021763428E3
2.192749758E2,1.021713623E3
2.193749637E2,1.021712891E3
2.194749521E2,1.021766113E3
2.195749403E2,1.021844482E3
2.196749285E2,1.021895996E3
2.197749167E2,1.022496338E3
2.198749049E2,1.022251465E3
2.199748932E2,1.022074463E3
2.200748814E2,1.021984131E3
2.201748696E2,1.021946045E3
2.202748576E2,1.021896484E3
2.203748455E2,1.021846680E3
2.204748334E2,1.021860596E3
2.205748217E2,1.021864746E3
2.206748099E2,1.021841797E3
2.207747981E2,1.021806641E3
2.208747863E2,1.021738281E3
2.209747745E2,1.021701660E3
2.210747628E2,1.021737305E3
2.211747510E2,1.021767822E3
2.212747392E2,1.021776123E3
2.213747273E2,1.021767334E3
2.214747154E2,1.021741455E3
2.215747036E2,1.021769531E3
2.216746918E2,1.021846436E3
2.217746523E2,1.021822021E3
2.218746405E2,1.021802490E3
