"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.102935646E1,2.073240995E0,4.500048161E0,-7.203097343E0
1.108934959E1,2.686554670E0,4.678795338E0,-8.169735909E0
1.114934269E1,3.964575768E0,9.247436523E-1,-5.866344452E0
1.120933512E1,2.773837328E0,1.076540947E-1,-1.354756355E0
1.126932745E1,2.149768114E0,-3.310524702E0,4.614267349E-1
1.132931995E1,-2.671429515E-1,-5.411211491E0,-3.749532700E-1
1.138931248E1,-8.315165043E-1,-5.591664791E0,-1.127235413E0
1.144930497E1,-1.611393213E0,-5.673851967E0,2.073412895E0
1.150929757E1,-2.521258593E0,-4.331550598E0,2.013321400E0
1.156929003E1,-4.238399982E0,-3.820054531E0,1.308251858E0
1.162928247E1,-2.400329590E0,-2.618713379E-1,-2.662897110E-1
1.168927476E1,-9.606089592E-1,1.589718819E0,-9.300708771E-3
1.174926733E1,-2.904522896E0,2.652397156E-1,6.660861969E-1
1.180925982E1,-4.694765091E0,-1.784579754E0,3.043036461E-1
1.186925245E1,-2.417951584E0,-1.377428532E0,2.211999893E-1
1.192924535E1,-8.970141411E-1,-2.300047874E-1,-4.217381477E-1
1.198923955E1,-2.329377651E0,-2.388544083E-1,-2.813167572E-1
1.204923402E1,-1.086971283E0,-1.224558353E0,2.533270836E0
1.210922858E1,-1.147954941E0,-3.469271660E-1,9.064431190E-1
1.216922302E1,-2.208364964E0,5.075500607E-1,6.507215500E-1
1.222921705E1,-5.041222572E-1,1.193536401E0,-1.567696571E0
1.228920988E1,-6.559581757E-1,1.789595962E0,-1.984567165E0
1.234920224E1,-2.479137897E0,1.777359486E0,-2.923342705E0
1.240919470E1,-3.871074200E0,1.562576771E0,-1.107626438E0
1.246918724E1,-3.088093758E0,5.355110168E0,-2.359396458E0
1.252917987E1,-2.096894741E0,5.518643379E0,-6.348991394E-1
1.258917240E1,-7.491165638E0,-9.787607193E-2,1.765729427E0
1.264916489E1,-4.645238876E0,-1.032726669E1,-5.315487862E0
1.270915716E1,-9.055985451E0,-5.667663574E1,1.184560013E1
1.276914955E1,1.307950211E1,-8.949529648E0,-8.982289314E0
1.282914202E1,7.190656662E0,-1.105320454E1,-3.249610424E0
1.288913455E1,2.331644535E0,-8.325626373E0,-4.257499695E0
1.294912701E1,1.329784513E0,-7.397650719E0,-5.151392937E0
1.300911981E1,-5.038501740E0,-6.427651882E0,-2.676588058E0
1.306911371E1,-9.581556320E0,-4.379131317E0,-1.564951897E0
1.312910800E1,-2.005655670E1,-1.006948280E1,5.247065067E0
1.318910227E1,-1.623975372E1,-1.497930527E0,4.261536121E0
1.324909667E1,-1.505832100E1,4.402773380E-1,2.153591633E0
1.330909073E1,-3.378165722E0,4.544632912E0,-2.834311962E0
1.336908366E1,1.045654058E0,3.515938044E0,-8.274908066E0
1.342907596E1,1.613435030E0,2.312660217E0,-8.572771072E0
1.348906842E1,1.399624252E1,1.743623543E1,-8.578653336E0
1.354906088E1,1.110999680E1,1.269895172E1,-4.102228165E0
1.360905348E1,-1.020154572E1,-1.162967968E1,2.588757706E1
1.366904591E1,-1.078062415E0,-3.987193298E1,1.300501442E1
1.372903841E1,-4.809366703E0,-1.141064167E1,-1.030661964E1
1.378903081E1,3.378125429E0,-2.498514175E0,-5.800842285E0
1.384902314E1,3.426691294E0,1.617680073E0,-7.011625767E0
1.390901557E1,-3.484277725E-1,2.895468235E0,-6.878520012E0
1.396900810E1,-9.417948723E-1,1.908241749E0,-3.922254086E0
1.402900063E1,-1.663353443E0,2.396450043E-1,-3.053610802E0
1.408899319E1,-4.729700089E0,-4.134568214E0,1.866207123E-1
1.414898639E1,-2.679807186E0,-4.759779930E0,2.147824287E0
1.420897949E1,-2.895379066E0,-5.167807579E0,2.410359383E0
1.426897262E1,-3.277132988E0,-3.700657368E0,2.353206635E0
1.432896578E1,-3.544456482E0,-2.087796450E0,2.362302780E0
1.438895888E1,-1.490713596E0,-5.499105453E-1,1.361425877E0
1.444895131E1,-6.788802147E-1,1.079840660E-1,1.371668339E0
1.450894381E1,-2.143707275E0,3.454756737E-1,2.472658157E-1
1.456893627E1,-1.991865635E0,4.148852825E-1,-1.670284271E-1
1.462892877E1,-1.730664730E0,-4.044752121E-1,-2.556042671E-1
1.468892123E1,-9.163904190E-1,-1.050847054E0,-2.934422493E-1
1.474891380E1,5.388326645E-1,-9.576225281E-1,-3.915619850E-1
1.480890616E1,-1.409983635E-1,-3.242888451E-1,1.131458759E0
1.486889856E1,-9.818773270E-1,-8.181352615E-1,3.776354313E0
1.492889095E1,-9.129295349E-1,-5.722440481E-1,4.290104389E0
1.498888355E1,5.802164078E-1,7.101126313E-1,2.741236687E0
1.504887601E1,7.904083729E-1,4.164445400E-1,3.822078705E-1
1.510886861E1,6.080505848E-1,9.102969170E-1,-6.130323410E-1
1.516886168E1,6.870847940E-1,1.769350767E0,-2.144119740E0
1.522885584E1,-7.839193344E-1,-1.240147352E0,-2.938073158E0
1.528885031E1,7.457765937E-1,-2.082778692E0,-6.856343269E0
1.534884484E1,-5.671576858E-1,-9.198239326E0,-3.772463322E0
1.540883931E1,-8.867210150E-1,-1.312996483E1,-5.527504921E0
1.546883330E1,9.386011124E0,9.340693474E0,1.095359802E0
1.552882607E1,8.973881721E0,8.733273506E0,-6.290009499E0
1.558881860E1,8.618128777E0,-4.730122685E-1,1.167618752E0
1.564881110E1,-3.059692860E0,-8.413110733E0,-4.810031891E0
1.570880366E1,-1.322866821E1,-1.176589775E1,-9.389748573E-1
1.576879612E1,-7.496765137E0,-7.705248356E0,1.160905457E1
1.582878862E1,-1.180700779E1,-1.923265934E0,7.541246891E0
1.588878095E1,-7.616522789E0,-3.759083748E0,2.678426266E0
1.594877332E1,-2.653377533E0,-2.720814705E0,-3.043349743E0
1.600876581E1,3.233350754E0,-9.612089396E-1,-5.269875526E0
1.606875828E1,5.324301720E0,9.223847389E-1,-8.576683044E0
1.612875084E1,4.992621422E0,2.889154434E0,-8.428893089E0
1.618874337E1,2.357259274E0,2.298523903E0,-7.772815228E0
1.624873627E1,1.596119642E0,-4.463233471E0,2.407327652E0
1.630873013E1,1.272702336E0,-1.109557152E1,-2.714164352E1
1.636872453E1,-7.632458210E0,-8.765468597E0,-7.901693344E0
1.642871879E1,-6.762455702E-1,-4.385889530E0,-1.230207443E0
1.648871312E1,2.648377419E-2,-1.515043497E0,-1.109367371E0
1.654870702E1,-1.024947166E0,-9.413814545E-1,6.831340790E-1
1.660869979E1,-1.923069715E0,-7.033386230E-1,3.185004234E0
1.666869205E1,-1.347668648E0,-1.098014355E0,3.916338444E0
1.672868458E1,-1.677865982E0,5.066919327E-2,2.417819977E0
1.678867704E1,-1.226863861E0,7.883272171E-1,1.325026512E0
1.684866961E1,-1.011806011E0,8.261294365E-1,8.432755470E-1
1.690866211E1,-2.844195366E0,-5.180778503E-1,2.222785950E-1
1.696865474E1,-8.847894669E-1,-2.603611946E-1,-7.575826645E-1
1.702864707E1,-4.570293427E-1,-1.190963268E0,-5.684256554E-1
1.708863943E1,5.745229721E-1,-1.000520229E0,-1.045922756E0
1.714863193E1,3.967852592E-1,-1.410051346E0,-8.691177368E-1
1.720862446E1,1.123770237E0,-8.895745277E-1,-1.213885307E0
1.726861689E1,1.262318611E0,-1.009645462E0,-6.876292229E-1
1.732860949E1,1.324508190E0,-4.577913284E-1,-9.854736328E-1
1.738860275E1,4.878387451E-1,-5.884881020E-1,-7.276849747E-1
1.744859592E1,1.700100899E-1,-1.862664223E-1,-8.940882683E-1
1.750858905E1,-4.623856544E-1,-4.190597534E-1,-5.420703888E-1
1.756858211E1,-1.994934082E-1,-1.048202515E-1,-4.504432678E-1
1.762857517E1,-4.947624207E-1,3.673505783E-2,-4.828124046E-1
1.768856754E1,-8.465862274E-1,4.695277214E-1,-5.474300385E-1
1.774855994E1,-1.836608410E0,5.145788193E-1,-4.381151199E-1
1.780855240E1,-5.341572762E-1,9.835300446E-1,1.614599228E-1
1.786854500E1,-9.589724541E-1,7.292351723E-1,2.364115715E-1
1.792857517E1,-1.202679634E0,1.066050529E-1,7.295117378E-1
1.798856770E1,-9.640297890E-1,1.875089169E0,-8.611803055E-1
1.804856006E1,5.304884911E-1,3.056803703E0,4.765579224E0
1.810855246E1,1.588702679E0,-3.937677383E0,-1.215497494E0
1.816854489E1,3.043105125E0,-3.159637451E0,-5.318395615E0
1.822853752E1,3.499645710E0,-5.675306320E-1,-2.547899485E0
1.828852995E1,1.273548603E0,1.676988125E0,-1.620703697E0
1.834852248E1,-2.501866817E0,1.077877045E0,2.187714815E0
1.840851568E1,-2.390112400E0,1.651279688E0,1.202940702E0
1.846850988E1,3.196158409E-1,8.894305229E-1,1.979979753E0
1.852850411E1,-6.376333714E0,-5.006116867E0,4.330309868E0
1.858849847E1,-1.965950966E0,-2.830951929E0,-6.423554420E-1
1.864849280E1,-3.668086052E0,-7.309250355E0,-4.829173088E-1
1.870848640E1,-4.102074623E0,-4.166910648E0,-8.548027039E0
1.876847890E1,3.590953827E0,5.177686691E0,1.871130943E0
1.882847123E1,1.810386181E0,7.772514820E0,-3.535877705E0
1.888846373E1,5.795580864E0,3.742683649E0,3.281545639E-2
1.894845626E1,-3.850303650E0,-2.117739201E0,2.662450314E0
