"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
1.666888550E1,-1.931999969E1,-3.671999741E1,-1.313999939E1
1.672887803E1,-2.160000038E1,-3.443999863E1,-1.596000004E1
1.678887042E1,-2.021999931E1,-3.245999908E1,-2.105999947E1
1.684886282E1,-1.242000008E1,-3.227999878E1,-2.657999992E1
1.690885515E1,-2.579999924E0,-3.047999954E1,-3.071999931E1
1.696884775E1,8.279999733E0,-2.843999863E1,-3.131999969E1
1.702884021E1,1.884000015E1,-2.615999985E1,-3.005999947E1
1.708883274E1,2.795999908E1,-2.387999916E1,-2.351999855E1
1.714882551E1,3.438000107E1,-2.076000023E1,-1.776000023E1
1.720881884E1,3.773999786E1,-1.703999901E1,-1.296000004E1
1.726881190E1,3.918000031E1,-1.800000000E1,-9.960000038E0
1.732880503E1,3.834000015E1,-1.943999863E1,-9.960000038E0
1.738879816E1,3.743999863E1,-2.039999962E1,-1.151999950E1
1.744879100E1,3.731999969E1,-2.177999878E1,-1.061999989E1
1.750878329E1,3.654000092E1,-2.111999893E1,-9.239999771E0
1.756877579E1,3.743999863E1,-2.189999962E1,-8.460000038E0
1.762876832E1,3.887999725E1,-2.027999878E1,-6.839999676E0
1.768876085E1,3.947999954E1,-1.895999908E1,-4.019999981E0
1.774875338E1,4.020000076E1,-1.823999977E1,-4.079999924E0
1.780871547E1,3.954000092E1,-1.835999870E1,-5.400000095E0
1.786870783E1,3.923999786E1,-1.800000000E1,-5.879999638E0
1.792870016E1,3.911999893E1,-1.794000053E1,-7.440000057E0
1.798869269E1,3.900000000E1,-1.973999977E1,-8.399999619E0
1.804868516E1,3.791999817E1,-2.063999939E1,-9.179999352E0
1.810867775E1,3.738000107E1,-2.105999947E1,-8.159999847E0
1.816867025E1,3.797999954E1,-2.015999985E1,-8.159999847E0
1.822866385E1,3.815999985E1,-2.118000031E1,-8.519999504E0
1.828865805E1,3.779999924E1,-2.045999908E1,-8.039999962E0
1.834865244E1,3.821999741E1,-2.003999901E1,-9.059999466E0
1.840864671E1,3.779999924E1,-2.076000023E1,-9.479999542E0
1.846864107E1,3.768000031E1,-2.057999992E1,-9.840000153E0
1.852863433E1,3.791999817E1,-1.907999992E1,-8.399999619E0
1.858862676E1,3.911999893E1,-2.010000038E1,-6.239999771E0
1.864861906E1,3.923999786E1,-1.997999954E1,-6.899999619E0
1.870861166E1,3.773999786E1,-2.135999870E1,-8.279999733E0
1.876860412E1,3.575999832E1,-2.189999962E1,-8.579999924E0
1.882859658E1,3.407999802E1,-2.561999893E1,-1.085999966E1
1.888858908E1,3.347999954E1,-2.550000000E1,-1.289999962E1
1.894858161E1,3.288000107E1,-2.531999969E1,-1.331999969E1
1.900857388E1,3.377999878E1,-2.363999939E1,-1.331999969E1
1.906856634E1,3.293999863E1,-2.255999947E1,-1.577999973E1
1.912855887E1,3.300000000E1,-2.171999931E1,-1.884000015E1
1.918855140E1,3.239999771E1,-2.231999969E1,-1.842000008E1
1.924854390E1,3.270000076E1,-2.292000008E1,-1.973999977E1
1.930853690E1,3.173999977E1,-2.213999939E1,-1.829999924E1
