"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.001938395E1,6.356528997E-1,8.483678699E-1,2.874774933E-1
1.007937698E1,4.560401440E-1,1.041133404E0,8.387851715E-2
1.013936948E1,1.300871730E0,4.917058945E-1,9.772758484E-1
1.019936187E1,1.264461279E0,-9.022565931E-2,8.368597031E-1
1.025935440E1,4.193915129E-1,-3.102211356E-1,-2.803821564E-1
1.031934687E1,1.295485497E-1,-3.320515752E-1,-8.649291992E-1
1.037933950E1,3.823912144E-1,-1.314579844E-1,-4.196872711E-1
1.043933199E1,4.710235596E-1,-1.110658646E-1,-9.178924561E-2
1.049932446E1,1.303286552E-1,1.902607083E-1,-2.956085205E-1
1.055931672E1,1.067690849E-1,6.843727827E-1,1.598653793E-1
1.061930925E1,3.866112232E-1,3.364781141E-1,8.537769318E-2
1.067930168E1,4.467108250E-1,1.889846325E-1,-3.613481522E-1
1.073929424E1,8.582975864E-1,1.633631587E0,4.537992477E-1
1.079928671E1,2.821974754E-1,2.577064991E0,5.267515182E-1
1.085927971E1,4.822783470E-1,4.804241657E-1,1.398824692E0
1.091927367E1,6.908235550E-1,-1.370854378E-1,1.791419983E-1
1.096928061E1,7.121982574E-1,-1.032282829E0,-1.562863827E0
1.102927490E1,-1.761417389E-1,-1.998702049E0,-2.371957779E0
1.108926930E1,4.894404411E-1,-1.736375928E0,-1.361091614E0
1.114926336E1,6.622791290E-2,-1.452170730E0,-1.208934307E0
1.120925620E1,-1.024752140E0,-1.450801015E0,-1.530775070E0
1.126924849E1,7.513003349E-1,-1.334922910E0,-9.981389046E-1
1.132924086E1,-2.388820648E-1,-7.122479677E-1,-1.608757973E0
1.138923332E1,2.145385742E-1,4.276744127E-1,-7.261853218E-1
1.144922585E1,-3.689117432E-1,6.178418398E-1,2.218294144E-1
1.150921838E1,-5.242714882E-1,5.515549183E-1,9.373674393E-1
1.156921095E1,5.603418350E-1,2.505202889E-1,1.473571777E0
1.162920344E1,3.264794350E-1,-6.728111506E-1,1.104711056E0
1.168919571E1,8.846597672E-1,-1.325434446E0,9.790501595E-1
1.174918817E1,9.722189903E-1,1.095117927E-1,-2.370309830E-2
1.180918070E1,3.128714561E-1,-2.474066019E-1,6.375422478E-1
1.186917320E1,-3.992481232E-1,-3.379201293E-1,3.930144310E-1
1.192916570E1,-6.373023987E-2,-2.258083820E-1,-6.662354469E-1
1.198915896E1,-1.178464890E-1,4.170653820E-1,-1.900167942E0
1.204915216E1,5.141043663E-1,6.847667694E-1,-1.275834560E0
1.210914532E1,-8.421068192E-1,3.393456936E-1,-2.228897810E0
1.216913839E1,5.096607208E-1,4.674639702E-1,-1.389437675E0
1.222913152E1,2.197241783E-1,2.584326267E-1,-5.300192833E-1
1.228912392E1,2.827396393E-1,-3.850007057E-2,3.642654419E-2
1.234911628E1,1.161646843E-1,1.167416573E-2,-4.890108109E-2
1.240910871E1,3.703856468E-1,2.936186790E-1,5.132484436E-2
1.246910124E1,5.139303207E-2,6.976795197E-2,-2.437391281E-1
1.252909370E1,2.383232117E-3,1.602814198E-1,-2.637305260E-1
1.258908647E1,3.460826874E-1,-8.686542511E-2,6.452941895E-2
1.264907890E1,1.144003868E-1,9.791970253E-2,-2.178812027E-1
1.270907123E1,4.159007072E-1,-5.648875237E-2,-6.599884033E-1
1.276906366E1,-2.319045067E-1,2.372066975E-1,-6.222510338E-1
1.282905619E1,-3.531503677E-2,-8.450233936E-2,2.410788536E-1
1.288904666E1,-3.826966286E-1,-8.443650007E-1,-2.030286789E-1
1.294903969E1,-4.811377525E-1,-5.940996408E-1,-3.966035843E-1
1.300903365E1,-5.700502396E-1,-2.179118395E-1,-6.054430008E-1
1.306902770E1,-6.744799614E-1,8.831930161E-2,-7.838406563E-1
1.312902138E1,-7.810640335E-1,3.499693871E-1,-9.362754822E-1
1.318901501E1,-7.695922852E-1,6.856892109E-1,-9.906120300E-1
1.324900834E1,1.157541275E0,7.910361886E-1,-1.550995827E0
1.330900104E1,1.281754017E0,6.026442647E-1,-2.053094864E0
